Time(s), X, Y, Z,Gesture
1418220906.057,-184,1024,-16,Raise Hand
1418220906.142,-280,1400,160,Raise Hand
1418220906.210,-144,1496,184,Raise Hand
1418220906.293,0,1320,-24,Raise Hand
1418220906.373,216,904,-216,Raise Hand
1418220906.456,408,496,-200,Raise Hand
1418220906.539,496,16,-152,Raise Hand
1418220906.622,552,-480,-56,Raise Hand
1418220906.705,568,-600,-400,Raise Hand
1418220906.788,832,-432,-624,Scratch Chin
1418220906.876,944,-384,-456,Scratch Chin
1418220906.955,824,-344,-224,Scratch Chin
1418220907.038,696,-344,-336,Scratch Chin
1418220907.121,920,-392,-656,Scratch Chin
1418220907.205,864,-304,-360,Scratch Chin
1418220907.287,752,-360,-192,Scratch Chin
1418220907.370,784,-400,-424,Scratch Chin
1418220907.454,888,-384,-448,Scratch Chin
1418220907.537,920,-208,-520,Scratch Chin
1418220907.620,936,72,-440,Scratch Chin
1418220907.703,840,520,-24,Scratch Chin
1418220907.786,760,728,88,Scratch Chin
1418220907.869,592,608,-128,Scratch Chin
1418220907.952,632,568,32,Scratch Chin
1418220908.201,728,536,-24,Scratch Chin
1418220908.285,776,448,-72,Scratch Chin
1418220908.368,936,544,48,Scratch Chin
1418220908.451,864,528,104,Scratch Chin
1418220908.534,760,544,48,Scratch Chin
1418220908.617,856,456,-48,Scratch Chin
1418220908.700,864,624,216,Scratch Chin
1418220908.783,760,512,-16,Scratch Chin
1418220908.866,768,512,-160,Scratch Chin
1418220908.949,760,648,288,Scratch Chin
1418220909.033,680,416,-248,Scratch Chin
1418220909.116,608,432,-96,Scratch Chin
1418220909.199,568,536,376,Lower Hand
1418220909.282,568,672,112,Lower Hand
1418220909.365,264,912,128,Lower Hand
1418220909.450,72,928,-232,Lower Hand
1418220909.531,-216,1088,-88,Lower Hand
1418220909.614,-392,1136,-64,Lower Hand
1418220909.697,-568,1056,32,Lower Hand
1418220909.781,-728,936,-152,Lower Hand
1418220909.864,-816,984,-88,Lower Hand
1418220909.947,-704,904,-40,Inactive
1418220910.030,-632,776,-96,Inactive
1418220910.113,-632,768,-48,Inactive
