Time(s), X, Y, Z,Gesture
1418329375.370,-952,384,88,Inactive
1418329375.518,-944,448,200,Inactive
1418329375.601,-960,384,136,Inactive
1418329375.684,-976,360,120,Inactive
1418329375.767,-936,424,112,Inactive
1418329375.859,-936,408,136,Inactive
1418329376.016,-992,616,128,Inactive
1418329376.100,-1056,624,240,Raise Hand
1418329376.188,-896,544,208,Raise Hand
1418329376.271,-824,1104,808,Raise Hand
1418329376.349,-552,1480,912,Raise Hand
1418329376.432,-480,1048,560,Raise Hand
1418329376.515,-256,760,296,Raise Hand
1418329376.598,80,552,-96,Raise Hand
1418329376.681,360,448,-168,Raise Hand
1418329376.767,576,344,-344,Raise Hand
1418329376.933,760,368,-560,Raise Hand
1418329377.014,800,384,-616,Scratch Chin
1418329377.097,768,440,-264,Scratch Chin
1418329377.180,824,448,-344,Scratch Chin
1418329377.263,824,408,-296,Scratch Chin
1418329377.346,792,448,-472,Scratch Chin
1418329377.429,784,512,-344,Scratch Chin
1418329377.523,808,536,-352,Scratch Chin
1418329377.596,808,472,-464,Scratch Chin
1418329377.681,832,448,-320,Scratch Chin
1418329377.761,752,464,-392,Scratch Chin
1418329377.845,800,448,-360,Scratch Chin
1418329377.928,776,448,-312,Scratch Chin
1418329378.011,824,424,-328,Scratch Chin
1418329378.094,856,376,-344,Scratch Chin
1418329378.177,824,384,-144,Scratch Chin
1418329378.260,816,408,-192,Scratch Chin
1418329378.343,816,480,-248,Scratch Chin
1418329378.426,856,528,-64,Scratch Chin
1418329378.510,832,520,-96,Scratch Chin
1418329378.592,824,520,-104,Scratch Chin
1418329378.676,832,456,-40,Scratch Chin
1418329378.762,848,520,168,Scratch Chin
1418329379.008,720,448,-208,Lower Hand
1418329379.091,712,496,144,Lower Hand
1418329379.174,528,336,8,Lower Hand
1418329379.257,368,448,32,Lower Hand
1418329379.340,88,616,-24,Lower Hand
1418329379.424,-280,680,-112,Lower Hand
1418329379.507,-848,576,-224,Lower Hand
1418329379.590,-1608,408,32,Lower Hand
1418329379.673,-1752,592,232,Lower Hand
1418329379.756,-1272,424,104,Inactive
1418329379.839,-1032,432,128,Inactive
1418329379.922,-944,328,136,Inactive
