2348923022,184,88,-744
2348923062,136,224,-600
2348923103,72,368,-600
2348923143,72,480,-472
2348923183,8,712,-224
2348923394,-184,1328,248
2348923429,-272,1352,216
2348923485,-344,1504,360
2348923520,-376,1280,216
2348923554,-400,1264,112
2348923592,-408,1080,96
2348923633,-360,960,24
2348923674,-312,864,-32
2348923715,-232,720,-96
2348923755,-128,888,104
2348923796,-8,1072,72
2348923837,80,1104,-136
2348923878,40,1080,-256
2348923918,24,1128,64
2348923959,-40,1208,80
2348924000,8,1280,96
2348924041,16,1216,72
2348924081,-16,1120,-8
2348924123,-48,1000,48
2348924164,-64,936,88
2348924205,-40,840,80
2348924246,-40,856,72
2348924286,24,968,104
2348924327,104,1024,120
2348924368,160,1072,128
2348924409,168,1040,208
2348924450,184,952,128
2348924490,216,896,72
2348924531,224,944,168
2348924572,272,992,280
2348924613,328,1056,400
2348924653,368,1096,560
2348924694,376,1120,504
2348924735,320,1040,288
2348924776,280,1016,304
2348924817,264,992,344
2348924857,264,992,232
2348924898,264,952,192
2348924939,240,944,240
2348924980,232,952,152
2348925021,272,952,184
2348925061,248,944,264
2348925102,216,936,192
2348925143,208,960,216
2348925184,184,968,288
2348925224,216,968,216
2348925265,240,952,256
2348925306,256,968,344
2348925347,312,1024,304
2348925388,280,1056,464
2348925428,208,1048,392
2348925469,128,1072,464
2348925510,104,992,424
2348925551,96,1000,376
2348925591,112,1040,440
2348925632,136,992,312
2348925673,144,1016,264
2348925714,136,960,216
2348925755,104,864,200
2348925795,64,904,240
2348925836,8,880,224
2348925876,0,824,184
2348925916,32,1024,304
2348925956,96,1200,176
2348926122,184,960,464
2348926164,168,984,296
2348926204,176,1040,256
2348926245,176,1120,224
2348926286,200,1016,280
2348926326,176,1008,288
2348926367,176,912,304
2348926408,136,928,328
2348926449,128,984,384
2348926489,112,1000,280
2348926530,136,992,304
2348926571,152,1000,424
2348926612,176,1008,328
2348926653,160,1024,416
2348926693,136,1000,328
2348926734,168,968,408
2348926775,176,960,424
2348926816,160,976,376
2348926856,168,968,352
2348926897,168,960,344
2348926938,168,984,336
2348926979,184,976,312
2348927020,176,992,352
2348927061,176,984,296
2348927101,176,984,400
2348927142,168,976,400
2348927183,160,984,336
2348927223,176,968,336
2348927264,176,976,312
2348927305,176,984,360
2348927346,176,992,368
2348927387,192,976,320
2348927427,192,1000,344
2348927468,192,1056,344
2348927509,200,1008,192
2348927550,232,960,88
2348927590,232,968,192
2348927631,240,960,200
2348927672,240,936,232
2348927713,240,936,192
2348927753,264,968,192
2348927794,320,904,184
2348927835,320,1016,200
2348927875,320,1064,192
2348927916,312,968,136
2348927957,280,944,192
2348927998,288,1016,176
2348928039,304,1000,40
2348928080,328,1024,72
2348928121,328,1000,72
2348928162,344,1000,-32
2348928203,352,1000,40
2348928244,328,1016,8
2348928284,304,1016,24
2348928325,304,1000,56
2348928366,304,1000,56
2348928407,280,976,56
2348928447,264,960,56
2348928488,256,944,120
2348928529,256,976,64
2348928570,248,992,96
2348928610,248,1000,48
2348928650,240,984,56
2348928690,272,992,64
2348928855,272,1008,40
2348928896,264,1008,56
2348928936,264,1008,56
2348928977,272,1000,56
2348929018,280,1008,32
2348929059,272,1008,40
2348929100,264,1000,0
2348929140,264,1000,40
2348929181,264,1000,32
2348929222,264,1008,40
2348929263,256,1008,64
2348929303,256,1000,48
2348929344,256,1000,64
2348929385,264,1000,40
2348929426,264,1008,56
2348929467,256,1008,48
2348929507,264,1008,40
2348929548,280,1024,72
2348929589,272,1000,56
2348929630,264,1000,48
2348929670,272,1008,48
2348929711,256,1008,88
2348929752,264,1000,48
2348929793,264,992,56
2348929834,272,1000,48
2348929874,264,1000,64
2348929915,272,1000,64
2348929956,272,1000,40
2348929998,264,1000,56
2348930038,264,1000,48
2348930079,272,1008,48
2348930120,272,1000,48
2348930161,272,1000,56
2348930201,272,1000,56
2348930242,272,1008,56
2348930283,264,992,56
2348930324,264,1000,56
2348930365,264,1000,64
2348930405,264,1000,64
2348930446,272,1000,48
2348930487,256,1000,48
2348930528,272,992,48
2348930568,264,1000,48
2348930609,248,1000,32
2348930650,232,1000,48
2348930691,232,1000,56
2348930732,248,1008,40
2348930772,248,992,72
2348930813,256,1000,64
2348930854,248,984,72
2348930895,264,984,64
2348930935,256,992,40
2348930976,256,992,24
2348931017,248,1000,40
2348931058,240,1016,64
2348931098,240,1032,40
2348931139,240,1024,56
2348931180,232,1016,48
2348931221,240,1008,48
2348931261,248,1008,48
2348931302,248,1000,48
2348931342,248,992,48
2348931382,240,1008,88
2348931422,240,992,48
2348931587,240,1008,24
2348931628,240,1008,64
2348931669,232,1008,48
2348931710,232,1000,48
2348931751,240,1000,48
2348931791,248,1000,40
2348931832,248,1000,56
2348931873,240,1008,40
2348931914,240,1008,40
2348931955,240,1016,32
2348931996,248,1000,-56
2348932037,224,1024,120
2348932078,200,1072,24
2348932118,168,960,352
2348932159,144,1040,304
2348932200,192,1032,200
2348932240,184,976,224
2348932281,200,960,344
2348932322,152,1008,296
2348932363,136,1080,248
2348932404,160,952,40
2348932445,264,1208,-72
2348932485,184,1120,152
2348932526,152,1088,88
2348932567,184,1000,-72
2348932608,192,968,-160
2348932648,216,1048,-232
2348932689,240,808,-560
2348932730,200,856,-624
2348932771,216,856,-496
2348932812,184,856,-408
2348932852,200,848,-320
2348932893,208,864,-360
2348932934,192,816,-392
2348932975,248,768,-448
2348933015,240,872,-416
2348933056,264,904,-184
2348933097,216,1032,-96
2348933137,152,1104,-40
2348933178,104,1112,-168
2348933219,120,856,-280
2348933260,176,1040,-160
2348933301,200,968,-480
2348933342,192,1032,-248
2348933382,200,960,-408
2348933423,224,848,-472
2348933464,224,920,-408
2348933505,240,856,-400
2348933545,224,888,-456
2348933586,208,944,-384
2348933627,216,880,-336
2348933668,224,872,-336
2348933709,224,920,-408
2348933749,216,912,-344
2348933790,224,984,-176
2348933831,216,1000,-224
2348933873,208,992,-216
2348933913,232,992,-248
2348933954,224,976,-232
2348933995,240,968,-216
2348934036,248,984,-200
2348934688,224,1000,-104
2348934729,224,992,-96
2348934770,224,1000,-88
2348934810,232,992,-96
2348934851,232,1000,-88
2348934892,232,1000,-104
2348934933,240,1008,-88
2348934973,224,1008,-96
2348935014,232,1008,-96
2348935055,232,1000,-112
2348935096,240,1000,-96
2348935137,232,1008,-104
2348935177,232,1008,-96
2348935218,248,1000,-128
2348935259,248,1000,-104
2348935304,224,1016,-72
2348935344,216,1024,-96
2348935384,224,1024,-136
2348935424,240,1008,-104
2348935585,224,984,-104
2348935627,232,992,-112
2348935666,232,1000,-96
2348935707,232,1000,-104
2348935748,224,1000,-96
2348935789,232,992,-96
2348935830,232,1000,-72
2348935871,224,1000,-104
2348935912,232,1000,-88
2348935953,232,992,-112
2348935994,240,992,-104
2348936034,256,1008,-104
2348936075,240,1000,-112
2348936116,240,1000,-88
2348936157,232,1000,-96
2348936197,232,992,-96
2348936238,240,1000,-96
2348936279,240,992,-96
2348936320,240,1000,-96
2348936360,280,984,-88
2348936401,256,992,-88
2348936442,224,1008,-88
2348936483,232,1008,-88
2348936524,240,1008,-104
2348936564,248,1000,-128
2348936605,240,1000,-96
2348936646,248,992,-104
2348936687,248,992,-88
2348936727,248,992,-112
2348936768,240,992,-96
2348936809,248,984,-88
2348936850,248,992,-80
2348936890,240,992,-88
2348936931,240,992,-96
2348936972,248,992,-88
2348937012,256,992,-96
2348937053,248,992,-88
2348937094,256,992,-80
2348937136,248,992,-112
2348937176,256,992,-88
2348937216,248,992,-72
2348937257,256,992,-72
2348937298,248,992,-88
2348937339,256,992,-104
2348937380,256,1000,-80
2348937420,248,1000,-88
2348937461,256,1008,-104
2348937501,256,992,-72
2348937542,248,976,-80
2348937583,264,992,-88
2348937627,280,1000,0
2348937665,248,1016,-184
2348937708,256,992,-80
2348937747,232,1056,-160
2348937788,256,1112,-120
2348937829,264,1144,-112
2348937870,240,1096,-104
2348937910,168,1184,-48
2348937951,88,1096,-224
2348937992,-24,1008,-144
2348938033,-104,1072,72
2348938073,-200,984,-56
2348938113,-232,976,-16
2348938153,-272,872,0
2348938318,-344,808,-136
2348938367,-408,824,-56
2348938401,-376,784,-72
2348938442,-432,888,-80
2348938481,-456,896,-64
2348938522,-488,904,-128
2348938563,-472,840,-216
2348938605,-504,840,-160
2348938645,-528,944,-112
2348938685,-520,888,-264
2348938726,-472,912,-304
2348938767,-496,888,-424
2348938808,-472,888,-376
2348938848,-480,776,-368
2348938889,-448,656,-680
2348938930,-464,808,-504
2348938971,-456,864,-592
2348939012,-440,816,-720
2348939053,-456,744,-496
2348939098,-496,760,-656
2348939134,-488,616,-592
2348939175,-456,576,-536
2348939215,-432,640,-568
2348939256,-432,624,-648
2348939297,-448,672,-480
2348939338,-448,664,-704
2348939379,-600,520,-768
2348939419,-640,1112,-48
2348939460,-344,560,-800
2348939501,-424,720,-32
2348939542,-464,792,784
2348939583,-440,680,720
2348939623,-480,912,792
2348939665,-424,1064,496
2348939706,-368,960,464
2348939747,-392,1056,616
2348939790,-424,1048,448
2348939828,-400,808,-136
2348939869,-368,664,-176
2348939910,-408,912,-144
2348939951,-432,736,-432
2348939992,-464,656,-552
2348940033,-504,616,-504
2348940073,-520,760,-280
2348940114,-488,824,-328
2348940155,-480,928,-272
2348940195,-464,1016,-160
2348940236,-464,1024,-168
2348940279,-480,1000,-120
2348940318,-464,904,-176
2348940361,-456,864,-176
2348940399,-496,824,-184
2348940443,-512,784,-176
2348940485,-520,776,-208
2348940522,-512,800,-248
2348940563,-536,808,-192
2348940603,-520,808,-224
2348940645,-512,816,-208
2348940685,-512,848,-256
2348940727,-504,888,-224
2348940767,-512,912,-256
2348940807,-480,912,-200
2348940847,-456,936,-216
