1418318374,969,648,1032,1168
1418318375,52,160,952,-1824
1418318375,218,680,1072,456
1418318375,301,336,1264,-1168
1418318375,384,1152,1064,1032
1418318375,470,544,912,-1216
1418318375,550,576,552,0
1418318375,633,680,496,-80
1418318375,716,360,-8,-928
1418318375,965,808,-384,432
1418318376,48,752,152,-344
1418318376,131,816,-480,-176
1418318376,214,1424,304,-72
1418318376,298,720,-288,-520
1418318376,381,984,440,-120
1418318376,464,920,-128,16
1418318376,547,704,-592,-488
1418318376,634,1104,280,-296
1418318376,921,1000,152,-200
1418318377,45,1032,296,-752
1418318377,128,792,160,-272
1418318377,211,648,-280,-536
1418318377,294,1152,368,-400
1418318377,377,528,-496,-312
1418318377,460,1120,120,-464
1418318377,543,1080,240,-512
1418318377,626,544,-384,-440
1418318377,709,1208,824,-512
1418318377,792,736,32,-216
1418318377,875,656,-8,-600
1418318377,958,1168,392,-408
1418318378,41,472,-520,-360
1418318378,125,1200,520,-520
1418318378,208,856,224,-344
1418318378,291,712,-192,-384
1418318378,374,1112,448,-280
1418318378,457,616,-128,-624
1418318378,540,1304,720,248
1418318378,625,848,144,-696
1418318378,706,736,-48,200
1418318378,789,912,-96,-8
1418318378,872,616,-608,-872
1418318378,955,1152,112,344
1418318379,38,720,-528,-1192
1418318379,121,1040,-192,368
1418318379,204,944,128,-432
1418318379,287,608,-384,-584
1418318379,370,1120,120,232
1418318379,453,608,-616,-1008
1418318379,541,904,-360,-288
1418318379,619,1112,136,-192
1418318379,702,544,-368,-1056
1418318379,785,1272,232,488
1418318380,869,1112,-400,232
1418318381,31,968,-264,-48
1418318381,123,448,-912,-704
1418318381,197,920,32,72
1418318381,280,520,-912,-776
1418318381,363,912,-672,32
1418318381,446,752,-264,-320
1418318381,529,544,-936,-472
1418318381,612,984,144,-120
1418318381,695,632,-416,-360
1418318381,778,1016,440,-840
1418318381,862,592,-544,-280
1418318381,944,584,-464,16
1418318382,27,800,-120,-264
1418318382,110,600,-944,-464
1418318382,193,904,32,-792
1418318382,276,688,-728,-256
1418318382,359,584,-776,-472
1418318382,442,920,128,-680
1418318382,525,504,-1088,-400
1418318382,608,624,-408,-664
1418318382,691,816,-528,-376
1418318382,940,496,-928,-424
1418318383,23,648,-240,-344
1418318383,106,736,-128,-280
1418318383,189,680,-144,-608
1418318383,272,1112,496,-496
1418318383,355,496,-296,-632
1418318383,438,1232,1016,88
1418318383,521,680,-96,-496
1418318383,604,520,152,-464
1418318383,687,1120,720,-488
1418318383,771,288,32,-504
1418318383,854,1176,1088,264
1418318383,937,848,432,-144
1418318384,20,448,192,-560
1418318384,103,1160,824,-240
1418318384,186,368,-280,-688
1418318384,269,968,552,8
1418318384,352,992,424,-136
1418318384,684,736,480,-96
1418318384,767,1224,688,-160
1418318384,850,424,248,-440
1418318384,933,1104,1320,376
1418318385,16,560,448,-480
1418318385,265,480,192,-480
1418318385,348,1120,800,-248
1418318385,431,648,184,-424
1418318385,514,800,472,8
1418318385,597,904,408,-544
1418318385,686,464,88,-736
1418318385,763,1408,1008,368
1418318386,436,1248,816,344
1418318386,511,992,424,-312
1418318386,677,1096,928,200
1418318386,760,472,-8,-1032
1418318386,843,672,32,-424
1418318386,926,1040,976,-240
1418318387,9,400,128,-840
1418318387,92,1192,920,408
1418318387,175,880,416,-608
1418318387,258,432,80,-752
1418318387,341,1096,744,152
1418318387,424,336,-64,-840
1418318387,507,896,40,-544
1418318387,590,976,304,-512
1418318387,673,464,-168,-1264
1418318387,922,1288,320,608
1418318388,5,872,440,-816
1418318388,88,632,136,-840
1418318388,171,1056,352,552
1418318388,254,488,-136,-1368
1418318388,337,1432,224,1800
1418318388,420,768,288,-1104
1418318388,503,688,32,-560
1418318388,587,1192,104,632
1418318388,670,216,360,-1944
1418318388,753,1272,200,960
1418318388,839,848,120,-792
1418318388,919,840,0,-368
1418318389,2,1008,208,16
1418318389,85,568,8,-1008
1418318389,168,1112,72,848
1418318389,251,496,-72,-1000
1418318389,334,1040,32,296
1418318389,417,1048,136,-144
1418318389,500,880,-24,-416
1418318389,583,1280,768,8
1418318389,666,504,-376,-592
1418318389,750,952,160,-344
1418318389,833,1000,280,-232
1418318389,916,568,-216,-264
1418318389,999,1184,976,-224
1418318390,82,552,-208,-344
1418318390,165,712,264,-400
1418318390,248,1080,576,-160
1418318390,331,600,168,-504
1418318390,414,1176,1176,-144
1418318390,497,480,-48,-368
1418318390,580,448,496,-240
1418318390,666,1272,760,-384
1418318390,746,312,56,-288
1418318390,830,1272,928,-128
1418318390,913,928,416,-200
1418318390,996,448,-56,-584
1418318391,79,1328,936,-208
1418318391,162,320,16,-288
1418318391,245,440,360,-456
1418318391,328,1232,368,-408
1418318392,118,664,-352,-432
1418318392,409,960,-64,-544
1418318392,490,640,-456,-528
1418318392,573,976,552,-440
1418318392,656,760,-328,-400
1418318392,739,936,-112,-640
1418318392,822,960,-8,-488
1418318392,905,536,-632,-384
1418318392,988,992,560,-816
1418318393,71,776,-368,-216
1418318393,154,752,-256,-576
1418318393,237,1064,232,-648
1418318393,320,600,-768,-112
1418318393,408,960,200,-928
1418318393,486,824,-112,-344
1418318393,569,784,-240,-440
1418318393,652,1048,392,-560
1418318393,735,640,-344,-240
1418318393,818,1008,672,-712
1418318393,901,792,-192,-64
1418318393,984,744,128,-976
1418318394,67,1008,-48,-520
1418318394,150,640,-512,-136
1418318394,400,816,-240,-256
1418318394,483,992,424,-464
1418318394,566,736,-128,-168
