"FileName"," Time"," Number of Points"," Average X"," Average Y"," Average Z"," Number of Peaks X"," Number of Peaks Y"," Number of Peaks Z"," Average Jerk X"," Average Jerk Y"," Average Jerk Z"," Average XY"," Average XZ"," Average YZ"," Previous Gesture"," Gesture"
"data\Raw Data Cleaned\Austin brush 1.csv","0.5820000171661377","4","-530.0","834.0","344.0","0","1","1","26.602398932956458","-5.2691117444055235","37.140645494158704","-1364.0","-874.0","490.0","Inactive","Inactive"
"data\Raw Data Cleaned\Austin brush 1.csv","0.497999906539917","5","-642.0","1042.0","454.0","0","2","0","84.33740560197859","12.04816619169586","60.24109052288027","-1684.0","-1096.0","588.0","Inactive","Inactive"
"data\Raw Data Cleaned\Austin brush 1.csv","0.4159998893737793","5","-632.0","1044.0","458.0","1","2","1","86.0040324639428","8.417464358283773","42.51362713063444","-1676.0","-1090.0","586.0","Inactive","Inactive"
"data\Raw Data Cleaned\Austin brush 1.csv","0.41100001335144043","4","-510.0","836.0","378.0","1","1","1","16.46100364736891","-49.38278021819474","33.318397122528545","-1346.0","-888.0","458.0","Inactive","Inactive"
"data\Raw Data Cleaned\Austin brush 1.csv","0.33299994468688965","5","-656.0","1052.0","486.0","0","1","0","-21.574473094851477","-2.8712892204299223","-25.777687271041195","-1708.0","-1142.0","566.0","Inactive","Inactive"
"data\Raw Data Cleaned\Austin brush 1.csv","0.4160001277923584","5","-646.0","1054.0","470.0","0","1","0","38.6663405593344","-2.871427654777108","-49.87415808878009","-1700.0","-1116.0","584.0","Inactive","Inactive"
"data\Raw Data Cleaned\Austin brush 1.csv","0.41700005531311035","4","-520.0","830.0","360.0","1","1","1","-61.98932314886281","47.436618094573966","125.49004747040858","-1350.0","-880.0","470.0","Inactive","Inactive"
"data\Raw Data Cleaned\Austin brush 1.csv","0.33300018310546875","5","-680.0","1040.0","432.0","1","1","1","-79.26351419919935","42.258691804148725","-29.339048669904855","-1720.0","-1112.0","608.0","Inactive","Inactive"
"data\Raw Data Cleaned\Austin brush 1.csv","0.4159998893737793","6","-942.0","1400.0","578.0","1","1","1","-220.47735211843684","825.5903732692819","460.10991542114664","-2342.0","-1520.0","822.0","Inactive","Hand Raise"
"data\Raw Data Cleaned\Austin brush 1.csv","0.41499996185302734","6","-516.0","1478.0","380.0","0","1","1","2087.7827863459665","-583.9655113458027","-1531.1690184827864","-1994.0","-896.0","1098.0","Hand Raise","Hand Raise"
"data\Raw Data Cleaned\Austin brush 1.csv","0.41700005531311035","6","350.0","1178.0","-190.0","0","1","0","1896.0405315867793","-1876.3043556701055","-1952.2652042013592","-828.0","540.0","1368.0","Hand Raise","Hand Raise"
"data\Raw Data Cleaned\Austin brush 1.csv","0.4160001277923584","6","850.0","792.0","-516.0","1","1","1","685.2188484093067","-1456.247987483934","-321.1880349863235","58.0","1366.0","1308.0","Hand Raise","Hand Raise"
"data\Raw Data Cleaned\Austin brush 1.csv","0.24299979209899902","4","702.0","470.0","-380.0","0","1","1","-23.49200304391017","77.92729788723106","419.3614114582788","232.0","1082.0","850.0","Hand Raise","Hand Raise"
"data\Raw Data Cleaned\Austin brush 1.csv","0.41500020027160645","4","768.0","282.0","-524.0","1","1","1","-204.7660772051698","-805.1031345557609","-1936.9540545607426","486.0","1292.0","806.0","Hand Raise","Hand Raise"
"data\Raw Data Cleaned\Austin brush 1.csv","0.4160001277923584","6","1166.0","370.0","-760.0","2","2","2","-186.4271390163924","320.153141673334","-146.9088732075408","796.0","1926.0","1130.0","Hand Raise","Brush Teeth"
"data\Raw Data Cleaned\Austin brush 1.csv","0.4159998893737793","6","1226.0","274.0","-712.0","1","2","1","-532.6440489912226","-1143.77374701292","-1702.810264146035","952.0","1938.0","986.0","Brush Teeth","Brush Teeth"
"data\Raw Data Cleaned\Austin brush 1.csv","0.41499996185302734","6","1134.0","10.0","-884.0","2","1","2","-1189.2493476708078","-1095.7854336785463","-1767.4364048541242","1124.0","2018.0","894.0","Brush Teeth","Brush Teeth"
"data\Raw Data Cleaned\Austin brush 1.csv","0.4199998378753662","6","1114.0","54.0","-870.0","2","2","2","183.94826903614384","404.5631741070441","141.34248654192962","1060.0","1984.0","924.0","Brush Teeth","Brush Teeth"
"data\Raw Data Cleaned\Austin brush 1.csv","0.25","4","816.0","170.0","-536.0","1","0","1","-1321.121383702763","233.28118734444465","-3897.5584533153046","646.0","1352.0","706.0","Brush Teeth","Brush Teeth"
"data\Raw Data Cleaned\Austin brush 1.csv","0.0","1","194.0","88.0","-182.0","0","0","0","0.0","0.0","0.0","106.0","376.0","270.0","Brush Teeth","Brush Teeth"
"data\Raw Data Cleaned\Austin brush 1.csv","0.33299994468688965","5","960.0","334.0","-656.0","1","2","1","-456.9697213632695","-640.8447131087476","-1848.5365106492532","626.0","1616.0","990.0","Brush Teeth","Brush Teeth"
"data\Raw Data Cleaned\Austin brush 1.csv","0.41499996185302734","6","1124.0","314.0","-898.0","2","2","2","46.34708649938874","192.44280769799633","-73.71694018853232","810.0","2022.0","1212.0","Brush Teeth","Brush Teeth"
"data\Raw Data Cleaned\Austin brush 1.csv","0.4250001907348633","6","1202.0","240.0","-814.0","1","1","1","-287.7026409379329","-1227.2337973008134","-1908.7475081819455","962.0","2016.0","1054.0","Brush Teeth","Brush Teeth"
"data\Raw Data Cleaned\Austin brush 1.csv","0.4119999408721924","6","1160.0","-16.0","-838.0","2","1","2","-979.6918691011622","-1975.221659228298","-944.1588808957297","1176.0","1998.0","822.0","Brush Teeth","Brush Teeth"
"data\Raw Data Cleaned\Austin brush 1.csv","0.41499996185302734","6","1066.0","-212.0","-1020.0","2","2","1","-327.7085145793584","134.94056882073716","-115.65696882214179","1278.0","2086.0","808.0","Brush Teeth","Brush Teeth"
"data\Raw Data Cleaned\Austin brush 1.csv","0.1660001277923584","3","542.0","-96.0","-514.0","0","0","0","-2072.2841696777923","-1397.5894931888593","-2168.6617468994486","638.0","1056.0","418.0","Brush Teeth","Brush Teeth"
"data\Raw Data Cleaned\Austin brush 1.csv","0.41299986839294434","5","894.0","248.0","-866.0","1","1","2","-180.57816912305827","-999.2600603794858","-569.0896637471228","646.0","1760.0","1114.0","Brush Teeth","Brush Teeth"
"data\Raw Data Cleaned\Austin brush 1.csv","0.33299994468688965","5","936.0","56.0","-820.0","1","1","1","-1203.3874641776588","-1549.9151169608117","-1316.1286951998234","880.0","1756.0","876.0","Brush Teeth","Brush Teeth"
"data\Raw Data Cleaned\Austin brush 1.csv","0.33299994468688965","5","932.0","12.0","-808.0","1","2","1","-769.6545887480054","-827.0269451000063","-1725.7656535484314","920.0","1740.0","820.0","Brush Teeth","Brush Teeth"
"data\Raw Data Cleaned\Austin brush 1.csv","0.41499996185302734","4","788.0","-114.0","-736.0","0","0","0","-481.93163129916366","-1745.6531957461432","-1981.2608869202115","902.0","1524.0","622.0","Brush Teeth","Brush Teeth"
"data\Raw Data Cleaned\Austin brush 1.csv","0.33300018310546875","5","912.0","-78.0","-800.0","2","1","1","-160.07023624068836","1330.7512853240025","-6.3089342689288515","990.0","1712.0","722.0","Brush Teeth","Brush Teeth"
"data\Raw Data Cleaned\Austin brush 1.csv","0.4159998893737793","6","1080.0","436.0","-748.0","2","2","2","373.1511238719221","1777.856176845716","804.5926662214227","644.0","1828.0","1184.0","Brush Teeth","Brush Teeth"
