FileName, Time, Average X, Average Y, Average Z, Number of Peaks X, Number of Peaks Y, Number of Peaks Z, Average Jerk X, Average Jerk Y, Average Jerk Z, Average XY, Average XZ, Average YZ ,Gesture
data/Raw Data Cleaned/Shiyan brush 2.csv,1.253999949,23.21860465,24.78139535,-14.51162791,1,2,2,-963.8482535,-499.6533123,-453.4940526,-1.562790698,37.73023256,39.29302326,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 2.csv,1.072999954,33.68421053,42.42105263,-16.10526316,4,4,4,-35.4404686,-99.04323118,39.09814096,-8.736842105,49.78947368,58.52631579,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 2.csv,1.080000162,26.8,31.03333333,-18.46666667,3,2,3,-132.5679308,507.6647749,199.2009254,-4.233333333,45.26666667,49.5,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 2.csv,1.079999924,-10.40316206,49.35968379,-16.34782609,2,3,3,-472.1914899,136.0096655,-278.4166115,-59.76284585,5.944664032,65.70750988,Lower Hand
data/Raw Data Cleaned/Shiyan brush 2.csv,0.499000072,-7.505791506,20.6023166,-8.803088803,0,1,2,128.5138527,-25.70285914,183.1330582,-28.10810811,1.297297297,29.40540541,Inactive
data/Raw Data Cleaned/Shiyan chin 1.csv,1.078000069,243.6923077,487.3846154,-217.8461538,2,1,3,1245.800654,-1358.16942,-266.7933685,-243.6923077,461.5384615,705.2307692,Raise Hand
data/Raw Data Cleaned/Shiyan chin 1.csv,1.080999851,391.3043478,128.3478261,0.347826087,2,3,2,-23.13174537,707.5029825,706.8341231,262.9565217,390.9565217,128,Scratch Chin
data/Raw Data Cleaned/Shiyan chin 1.csv,1.080000162,121.1428571,245.0285714,19.2,1,2,3,-1643.365413,1023.569705,209.8379457,-123.8857143,101.9428571,225.8285714,Lower Hand
data/Raw Data Cleaned/Shiyan chin 1.csv,0.415999889,-61,118.2,7.8,1,0,1,301.352077,-388.7749808,240.0829889,-179.2,-68.8,110.4,Inactive
data/Raw Data Cleaned/Shiyan chin 2.csv,1.06400013,417.7142857,262.8571429,-215.4285714,1,1,3,1049.044615,-1316.008815,-596.705675,154.8571429,633.1428571,478.2857143,Raise Hand
data/Raw Data Cleaned/Shiyan chin 2.csv,1.079999924,347.84,55.04,-97.6,1,1,3,-157.3017964,1013.147387,338.9784844,292.8,445.44,152.64,Scratch Chin
data/Raw Data Cleaned/Shiyan chin 2.csv,1.08100009,257.0526316,180.8421053,14.52631579,3,4,4,-222.8729522,220.1488893,206.0171338,76.21052632,242.5263158,166.3157895,Scratch Chin
data/Raw Data Cleaned/Shiyan chin 2.csv,0.830999851,-90.66666667,197.6666667,-13.5,0,2,2,-1287.297391,-150.0434484,-176.9267763,-288.3333333,-77.16666667,211.1666667,Lower Hand
data/Raw Data Cleaned/Shiyan comb 1.csv,1.327000141,-237.3333333,984,-164.4444444,1,2,1,-101.6515016,16.22518862,-18.03249799,-1221.333333,-72.88888889,1148.444444,Inactive
data/Raw Data Cleaned/Shiyan comb 1.csv,1.080999851,-200.3809524,544,-116.952381,1,3,4,-7.059213137,21.56211998,4.566885964,-744.3809524,-83.42857143,660.952381,Inactive
data/Raw Data Cleaned/Shiyan comb 1.csv,1.080000162,86.35294118,169.1764706,-137.6470588,0,2,2,839.7518781,-1420.970956,111.4840909,-82.82352941,224,306.8235294,Raise Hand
data/Raw Data Cleaned/Shiyan comb 1.csv,1.082999945,168.8888889,-124.4444444,-99.37777778,2,2,3,-291.7238151,-258.5200155,781.7549477,293.3333333,268.2666667,-25.06666667,Comb Hair
data/Raw Data Cleaned/Shiyan comb 1.csv,0.164000034,17.70212766,-5.276595745,12.42553191,0,0,0,-647.7733344,2688.259338,-32.38866672,22.9787234,5.276595745,-17.70212766,Lower Hand
data/Raw Data Cleaned/Shiyan comb 2.csv,1.08100009,183.3846154,697.8461538,-139.6923077,2,2,2,892.0772207,-939.6204009,-867.6888037,-514.4615385,323.0769231,837.5384615,Raise Hand
data/Raw Data Cleaned/Shiyan comb 2.csv,1.079999924,238.4,-180.16,-356.8,2,3,3,-306.3906619,-741.0300306,51.23519445,418.56,595.2,176.64,Comb Hair
data/Raw Data Cleaned/Shiyan comb 2.csv,1.08100009,225.8947368,-54.10526316,-216.8421053,1,4,3,-82.54392335,159.9352343,-285.4790227,280,442.7368421,162.7368421,Comb Hair
data/Raw Data Cleaned/Shiyan comb 2.csv,1.080999851,69.33333333,36.70588235,-53.01960784,2,2,2,-1220.775652,2190.509469,587.1731781,32.62745098,122.3529412,89.7254902,Lower Hand
data/Raw Data Cleaned/Shiyan comb 2.csv,0.498000145,-56.84210526,105.8245614,9.263157895,0,0,1,259.5638565,-863.9823646,291.7200279,-162.6666667,-66.10526316,96.56140351,Inactive
data/Raw Data Cleaned/Shiyan draw 1.csv,1.080999851,-270.8571429,908.5714286,-434.8571429,4,4,3,8.497756426,19.06371215,-114.6560332,-1179.428571,164,1343.428571,Draw
data/Raw Data Cleaned/Shiyan draw 1.csv,1.079999924,-129.3333333,379.6666667,-158.3333333,3,3,3,-56.13725939,45.03496532,-24.37409664,-509,29,538,Draw
data/Raw Data Cleaned/Shiyan draw 1.csv,1.08100009,-99.42857143,275.4285714,-143.5428571,3,3,3,90.08760331,-30.40957387,-397.0332345,-374.8571429,44.11428571,418.9714286,Draw
data/Raw Data Cleaned/Shiyan draw 1.csv,1.079999924,-82.16666667,234.6666667,-122.3333333,3,4,4,-55.84989851,325.6781129,507.7180891,-316.8333333,40.16666667,357,Draw
data/Raw Data Cleaned/Shiyan draw 1.csv,2.515000105,-43.49090909,114.1818182,-52.36363636,2,3,2,189.1248641,-218.7665513,-449.2737716,-157.6727273,8.872727273,166.5454545,Draw
data/Raw Data Cleaned/Shiyan draw 1.csv,1.059000015,-64.94117647,174.2352941,-73.17647059,2,4,3,199.691033,-155.9926673,-340.1196264,-239.1764706,8.235294118,247.4117647,Draw
data/Raw Data Cleaned/Shiyan draw 1.csv,1.246000051,-42.3,136,-56.4,3,3,3,-229.0017159,45.38477716,440.7403961,-178.3,14.1,192.4,Draw
data/Raw Data Cleaned/Shiyan draw 1.csv,1.079999924,-46.10752688,128.6021505,-47.56989247,4,4,4,-1.80118537,123.9161405,315.2222977,-174.7096774,1.462365591,176.172043,Draw
data/Raw Data Cleaned/Shiyan draw 1.csv,1.079999924,-35.15384615,97.15384615,-31.38461538,3,4,3,71.52449063,-14.34694524,333.7925731,-132.3076923,-3.769230769,128.5384615,Draw
data/Raw Data Cleaned/Shiyan draw 1.csv,1.17200017,-21.11711712,58.52252252,-22.99099099,1,2,1,107.918384,-273.7931133,251.9017993,-79.63963964,1.873873874,81.51351351,Draw
data/Raw Data Cleaned/Shiyan draw 1.csv,1.072000027,-33.36585366,91.38211382,-30.50406504,3,4,3,-73.26332581,12.37298508,120.9401021,-124.7479675,-2.861788618,121.8861789,Draw
data/Raw Data Cleaned/Shiyan draw 1.csv,0.748999834,-20.54545455,63.09090909,-17.27272727,2,2,2,214.1841626,-23.00387479,-303.3729771,-83.63636364,-3.272727273,80.36363636,Draw
data/Raw Data Cleaned/Shiyan draw 2.csv,1.080000162,-338.6666667,916.6666667,-378,3,4,3,-65.63848412,140.118875,209.5367831,-1255.333333,39.33333333,1294.666667,Draw
data/Raw Data Cleaned/Shiyan draw 2.csv,1.080999851,-181.76,467.2,-166.08,3,3,4,128.2991632,452.0487902,975.1910259,-648.96,-15.68,633.28,Draw
data/Raw Data Cleaned/Shiyan draw 2.csv,1.080000162,-105.3714286,255.3142857,-84.57142857,1,3,3,64.2571017,102.0921842,333.2752286,-360.6857143,-20.8,339.8857143,Draw
data/Raw Data Cleaned/Shiyan draw 2.csv,1.079999924,-98.5,249.5,-84.83333333,2,3,3,-36.38282013,-233.8659786,-439.1907456,-348,-13.66666667,334.3333333,Draw
data/Raw Data Cleaned/Shiyan draw 2.csv,1.079999924,-46.10909091,112.8727273,-38.10909091,2,2,2,-160.7865416,-8.128135641,-643.2421219,-158.9818182,-8,150.9818182,Draw
data/Raw Data Cleaned/Shiyan draw 2.csv,1.08100009,-70.11764706,175.0588235,-47.88235294,2,4,1,27.77796785,-29.40109466,-63.49239081,-245.1764706,-22.23529412,222.9411765,Draw
data/Raw Data Cleaned/Shiyan draw 2.csv,1.163000107,-54,135.4,-50.9,3,3,3,-61.36220042,-61.44039495,-78.8079065,-189.4,-3.1,186.3,Draw
data/Raw Data Cleaned/Shiyan draw 2.csv,0.664999962,-29.72727273,85.72727273,-22.54545455,1,2,1,55.36612754,136.5397641,344.6871652,-115.4545455,-7.181818182,108.2727273,Draw
data/Raw Data Cleaned/Vijay brush 1.csv,1.066000223,52,676,-656,1,1,1,297.6443992,934.7008501,1103.226605,-624,708,1332,Inactive
data/Raw Data Cleaned/Vijay brush 1.csv,1.079999924,158.8,460,-85.6,3,2,3,750.1932835,375.0479872,2380.194205,-301.2,244.4,545.6,Brush Teeth
data/Raw Data Cleaned/Vijay brush 1.csv,1.079999924,95.48387097,328,-173.1612903,3,3,3,-178.9103376,-93.13166022,40.3768181,-232.516129,268.6451613,501.1612903,Brush Teeth
data/Raw Data Cleaned/Vijay brush 1.csv,1.079999924,149.9047619,145.1428571,-112.7619048,4,2,4,971.1358383,-1321.887409,2605.661737,4.761904762,262.6666667,257.9047619,Brush Teeth
data/Raw Data Cleaned/Vijay brush 1.csv,2.413000107,112.4897959,-33.14285714,-17.63265306,1,1,2,-622.0386714,1067.557857,-3346.186907,145.6326531,130.122449,-15.51020408,Brush Teeth
data/Raw Data Cleaned/Vijay brush 1.csv,1.075000048,156.4590164,46.42622951,-70.95081967,4,4,5,286.7989878,-680.0925281,-455.4486688,110.0327869,227.4098361,117.3770492,Brush Teeth
data/Raw Data Cleaned/Vijay brush 1.csv,1.078999996,121.1267606,-9.014084507,-61.4084507,3,3,3,248.5586281,791.9023385,1893.925071,130.1408451,182.5352113,52.3943662,Brush Teeth
data/Raw Data Cleaned/Vijay brush 1.csv,1.080999851,115.6626506,-36.62650602,-61.4939759,4,5,4,-447.4572038,-143.7830219,-1073.291677,152.2891566,177.1566265,24.86746988,Brush Teeth
data/Raw Data Cleaned/Vijay brush 1.csv,1.080000162,116.6315789,-0.589473684,-13.72631579,3,2,3,-861.0486425,461.8302278,-3921.587197,117.2210526,130.3578947,13.13684211,Brush Teeth
data/Raw Data Cleaned/Vijay brush 1.csv,1.336999893,75.61538462,9.153846154,-26,3,2,3,512.2086664,-826.6567106,1697.879038,66.46153846,101.6153846,35.15384615,Brush Teeth
data/Raw Data Cleaned/Vijay brush 1.csv,1.071000099,94.42735043,-23.52136752,-40,5,4,5,245.9846144,439.2821013,-592.0307255,117.9487179,134.4273504,16.47863248,Brush Teeth
data/Raw Data Cleaned/Vijay brush 1.csv,1.079999924,85.04615385,-4.553846154,-31.75384615,4,4,3,-1183.750245,-1026.891127,140.1571868,89.6,116.8,27.2,Brush Teeth
data/Raw Data Cleaned/Vijay brush 1.csv,1.078999996,82.62937063,6.097902098,-35.52447552,4,4,4,346.2262565,700.5858464,-133.6882018,76.53146853,118.1538462,41.62237762,Brush Teeth
data/Raw Data Cleaned/Vijay brush 1.csv,1.079999924,55.26797386,10.30065359,-28.60130719,3,3,4,1180.164476,1418.696137,134.317537,44.96732026,83.86928105,38.90196078,Brush Teeth
data/Raw Data Cleaned/Vijay brush 1.csv,1.355000019,35.4,13.5,-15.55,3,3,3,339.3133671,464.9256433,-251.5455763,21.9,50.95,29.05,Brush Teeth
data/Raw Data Cleaned/Vijay brush 1.csv,1.053000212,60.65116279,14.93023256,-26.23255814,4,4,4,-759.918304,-640.1516701,-1386.352018,45.72093023,86.88372093,41.1627907,Brush Teeth
data/Raw Data Cleaned/Vijay brush 1.csv,1.079999924,54.12021858,0.349726776,-19.32240437,3,3,3,190.0015797,501.3706975,132.2600253,53.7704918,73.44262295,19.67213115,Brush Teeth
data/Raw Data Cleaned/Vijay brush 1.csv,1.079999924,53.71428571,13.26530612,-34.04081633,4,4,4,-659.3156821,-558.6602008,-762.9190086,40.44897959,87.75510204,47.30612245,Brush Teeth
data/Raw Data Cleaned/Vijay brush 1.csv,1.079999924,52.15384615,-10.34615385,-10.73076923,4,4,4,-632.2106289,-495.3338373,-1442.361825,62.5,62.88461538,0.384615385,Brush Teeth
data/Raw Data Cleaned/Vijay brush 1.csv,1.251000166,35.62962963,-3.740740741,4.740740741,3,3,3,639.5526312,340.334567,1449.91837,39.37037037,30.88888889,-8.481481481,Brush Teeth
data/Raw Data Cleaned/Vijay brush 1.csv,1.073999882,31.89285714,4.964285714,-11.07142857,2,2,2,-464.4479879,-857.8202682,-874.0954762,26.92857143,42.96428571,16.03571429,Brush Teeth
data/Raw Data Cleaned/Vijay brush 1.csv,1.078999996,49.58649789,4.928270042,-14.71729958,4,4,3,659.9150045,1392.731299,563.3009408,44.65822785,64.30379747,19.64556962,Brush Teeth
data/Raw Data Cleaned/Vijay brush 1.csv,1.080000162,41.67068273,14.04016064,-17.47791165,4,4,4,780.6275162,1589.716329,840.9066688,27.63052209,59.14859438,31.51807229,Brush Teeth
data/Raw Data Cleaned/Vijay brush 1.csv,1.082000017,35.52490421,15.63218391,-11.70881226,4,4,2,-816.7448377,-1111.431849,138.8024587,19.89272031,47.23371648,27.34099617,Brush Teeth
data/Raw Data Cleaned/Vijay brush 1.csv,2.466999769,28,12.68148148,-13.48148148,2,2,3,-464.5397477,-1943.062624,-411.9652503,15.31851852,41.48148148,26.16296296,Brush Teeth
data/Raw Data Cleaned/Vijay brush 1.csv,1.018000126,27.44086022,-2.724014337,-17.0609319,2,1,2,-323.5038055,102.6425831,-2332.874646,30.16487455,44.50179211,14.33691756,Brush Teeth
data/Raw Data Cleaned/Vijay brush 1.csv,1.079999924,37.5532646,0.962199313,-11.16151203,3,3,3,979.2389908,449.9267118,1262.952833,36.59106529,48.71477663,12.12371134,Brush Teeth
data/Raw Data Cleaned/Vijay brush 1.csv,1.078999996,34.90429043,0.580858086,-12.38283828,4,3,4,-377.4549536,41.32485854,1212.487205,34.32343234,47.28712871,12.96369637,Brush Teeth
data/Raw Data Cleaned/Vijay brush 1.csv,1.08100009,35.03797468,7.670886076,-18.50632911,4,3,4,-980.7091595,-795.8258925,-3640.832148,27.36708861,53.5443038,26.17721519,Brush Teeth
data/Raw Data Cleaned/Vijay brush 1.csv,1.335999966,22.22769231,5.021538462,-8.32,1,3,3,-1319.504033,-1112.899742,-2056.497903,17.20615385,30.54769231,13.34153846,Brush Teeth
data/Raw Data Cleaned/Vijay brush 1.csv,1.072000027,29.74480712,1.614243323,-14.884273,4,3,2,207.3935105,-753.3496093,-191.9919626,28.1305638,44.62908012,16.49851632,Brush Teeth
data/Raw Data Cleaned/Vijay brush 1.csv,1.078999996,30.78857143,13.30285714,-12.50285714,3,4,4,651.0928948,868.4092082,-130.5036645,17.48571429,43.29142857,25.80571429,Brush Teeth
data/Raw Data Cleaned/Vijay brush 1.csv,1.08100009,22.2,9.288888889,-8.911111111,3,3,3,806.869189,2014.581554,-190.8576129,12.91111111,31.11111111,18.2,Brush Teeth
data/Raw Data Cleaned/Vijay brush 1.csv,1.07799983,24.88172043,0,-13.95698925,4,4,3,-122.5691739,-316.3777623,-1211.254443,24.88172043,38.83870968,13.95698925,Brush Teeth
data/Raw Data Cleaned/Vijay brush 1.csv,0.664999962,17.57894737,6.147368421,-5.305263158,3,3,1,270.3238124,-86.76930112,327.2626592,11.43157895,22.88421053,11.45263158,Brush Teeth
data/Raw Data Cleaned/Vijay brush 3.csv,1.078999996,608.7272727,645.8181818,-224.7272727,4,1,4,-520.7896601,-840.4002218,-4138.120577,-37.09090909,833.4545455,870.5454545,Brush Teeth
data/Raw Data Cleaned/Vijay brush 3.csv,1.079999924,452.1904762,6.857142857,-137.1428571,4,4,3,683.4465175,1439.827717,-223.8528678,445.3333333,589.3333333,144,Brush Teeth
data/Raw Data Cleaned/Vijay brush 3.csv,1.079999924,334.3529412,30.35294118,-165.4117647,5,5,4,223.1579858,739.3601928,14.84914027,304,499.7647059,195.7647059,Brush Teeth
data/Raw Data Cleaned/Vijay brush 3.csv,1.078999996,240.8510638,-13.27659574,-83.23404255,5,4,5,444.280038,529.6779705,960.7771604,254.1276596,324.0851064,69.95744681,Brush Teeth
data/Raw Data Cleaned/Vijay brush 3.csv,1.582000017,123.5555556,-23.25925926,-29.48148148,2,2,2,-376.2978045,-1390.828237,-850.3242923,146.8148148,153.037037,6.222222222,Brush Teeth
data/Raw Data Cleaned/Vijay brush 3.csv,1.075000048,134.4242424,-72.24242424,-57.57575758,4,4,3,-961.9012405,-1404.264226,2.826542879,206.6666667,192,-14.66666667,Brush Teeth
data/Raw Data Cleaned/Vijay brush 3.csv,1.078999996,98.49350649,-72.72727273,-66.7012987,3,3,3,-142.1545227,-504.1789638,161.148727,171.2207792,165.1948052,-6.025974026,Brush Teeth
data/Raw Data Cleaned/Vijay brush 3.csv,1.079999924,116.6222222,47.64444444,-50.66666667,4,4,4,-372.2281495,-23.99881717,-508.460317,68.97777778,167.2888889,98.31111111,Brush Teeth
data/Raw Data Cleaned/Vijay brush 3.csv,1.162000179,69.25252525,41.13131313,-21.17171717,3,3,3,231.036827,890.888914,482.4817106,28.12121212,90.42424242,62.3030303,Brush Teeth
data/Raw Data Cleaned/Vijay brush 3.csv,1.171000004,62.18867925,35.62264151,-11.62264151,2,2,2,26.24334594,-335.9302116,675.8833136,26.56603774,73.81132075,47.24528302,Brush Teeth
data/Raw Data Cleaned/Vijay brush 3.csv,1.070999861,80.54237288,39.11864407,-40.94915254,4,4,4,-191.2791951,-327.9100163,-165.317077,41.42372881,121.4915254,80.06779661,Brush Teeth
data/Raw Data Cleaned/Vijay brush 3.csv,1.079999924,76.40310078,14.69767442,-22.26356589,3,3,3,-215.3688042,-360.4450035,-331.5866417,61.70542636,98.66666667,36.96124031,Brush Teeth
data/Raw Data Cleaned/Vijay brush 3.csv,1.078999996,78.25352113,10.08450704,-29.12676056,5,4,5,532.5452569,-758.9924867,2637.201478,68.16901408,107.3802817,39.21126761,Brush Teeth
data/Raw Data Cleaned/Vijay brush 3.csv,1,65.09090909,28.46753247,-23.42857143,4,4,5,1104.289171,1817.33634,149.2721597,36.62337662,88.51948052,51.8961039,Brush Teeth
data/Raw Data Cleaned/Vijay brush 3.csv,1.452000141,42.60122699,16.39263804,-18.35582822,3,3,3,848.8952898,-161.1495245,-167.9340875,26.20858896,60.95705521,34.74846626,Brush Teeth
data/Raw Data Cleaned/Vijay brush 3.csv,1.036000013,47.90751445,-6.427745665,-29.0867052,3,3,3,-504.3324659,-1067.858266,217.6652425,54.33526012,76.99421965,22.65895954,Brush Teeth
data/Raw Data Cleaned/Vijay brush 3.csv,1.246000051,58.75268817,-4.47311828,-31.91397849,4,4,5,-422.1983127,-1223.872647,1429.901881,63.22580645,90.66666667,27.44086022,Brush Teeth
data/Raw Data Cleaned/Vijay brush 3.csv,1.078999996,49.00502513,31.63819095,-25.6080402,4,4,4,-286.6908834,-632.3027999,250.0531345,17.36683417,74.61306533,57.24623116,Brush Teeth
data/Raw Data Cleaned/Vijay brush 3.csv,1.078999996,42.12322275,21.34597156,-20.73933649,4,4,3,478.2818048,236.2150277,13.19005485,20.77725118,62.86255924,42.08530806,Brush Teeth
data/Raw Data Cleaned/Vijay brush 3.csv,2.309999943,27.81651376,8.110091743,-12.62385321,2,2,2,1111.489593,2561.216168,-702.2044578,19.70642202,40.44036697,20.73394495,Brush Teeth
data/Raw Data Cleaned/Vijay brush 3.csv,1.010999918,28.21238938,-2.371681416,-14.65486726,2,2,2,366.5595299,-241.0944063,431.9133553,30.5840708,42.86725664,12.28318584,Brush Teeth
data/Raw Data Cleaned/Vijay brush 3.csv,1.078999996,41.67364017,8.468619247,-34.27615063,4,2,4,-348.5091749,-87.74145183,-1065.907324,33.20502092,75.94979079,42.74476987,Brush Teeth
data/Raw Data Cleaned/Vijay brush 3.csv,1.080000162,36.31746032,-17.74603175,-20.22222222,4,4,4,-99.83606217,-45.81983195,396.5794154,54.06349206,56.53968254,2.476190476,Brush Teeth
data/Raw Data Cleaned/Vijay brush 3.csv,1.080999851,40.06037736,-6.913207547,-22.00754717,4,4,4,-435.4552387,344.2459191,-1036.671954,46.97358491,62.06792453,15.09433962,Brush Teeth
data/Raw Data Cleaned/Vijay brush 3.csv,2.463000059,30.01459854,8.321167883,-8.496350365,2,2,2,-333.3595358,49.3729652,-882.10261,21.69343066,38.51094891,16.81751825,Brush Teeth
data/Raw Data Cleaned/Vijay brush 3.csv,1.023000002,28.5229682,0.706713781,-13.00353357,3,3,4,1059.181131,-87.20754178,1605.687613,27.81625442,41.52650177,13.71024735,Brush Teeth
data/Raw Data Cleaned/Vijay brush 3.csv,1.078999996,36.78378378,0.378378378,-21.45945946,4,3,5,-261.2902589,29.55927237,253.4720625,36.40540541,58.24324324,21.83783784,Brush Teeth
data/Raw Data Cleaned/Vijay brush 3.csv,1.079999924,31.94805195,11.03896104,-17.97402597,4,4,4,-584.948154,-222.1116565,-212.1502364,20.90909091,49.92207792,29.01298701,Brush Teeth
data/Raw Data Cleaned/Vijay brush 3.csv,1.080000162,31.20249221,9.495327103,-19.51401869,4,4,4,-471.7149881,-755.2497978,-29.44264404,21.70716511,50.7165109,29.00934579,Brush Teeth
data/Raw Data Cleaned/Vijay brush 3.csv,0.662999868,17.43902439,7.951219512,-10.26829268,3,3,2,613.7037923,848.7846824,706.560623,9.487804878,27.70731707,18.2195122,Brush Teeth
data/Raw Data Cleaned/Vijay chin 1.csv,1.092000008,183,599,-558,1,1,2,-1081.467301,0.955437686,-4680.225801,-416,741,1157,Scratch Chin
data/Raw Data Cleaned/Vijay chin 1.csv,1.069000006,-78.85714286,16.38095238,-457.9047619,2,2,2,398.6149392,-449.9675253,1499.993769,-95.23809524,379.047619,474.2857143,Scratch Chin
data/Raw Data Cleaned/Vijay chin 1.csv,1.002000093,21.93548387,93.67741935,-272.516129,2,2,1,197.3323322,196.5000299,-1102.942533,-71.74193548,294.4516129,366.1935484,Scratch Chin
data/Raw Data Cleaned/Vijay chin 1.csv,1.075000048,-83.27272727,141.8181818,-262.5454545,2,1,5,122.615746,667.648731,355.3277453,-225.0909091,179.2727273,404.3636364,Scratch Chin
data/Raw Data Cleaned/Vijay chin 1.csv,0.580999851,53.71428571,69.3877551,18.6122449,1,0,1,1032.537149,-1261.381038,-221.7743734,-15.67346939,35.10204082,50.7755102,Scratch Chin
data/Raw Data Cleaned/Vijay chn 2.csv,1.077000141,-327.3333333,224,-950,2,3,3,12.98318116,-8.88298252,42.25179635,-551.3333333,622.6666667,1174,Inactive
data/Raw Data Cleaned/Vijay chn 2.csv,1.079999924,132.5217391,304.6956522,-150.6086957,1,1,1,1196.330627,-273.3678249,644.9641267,-172.173913,283.1304348,455.3043478,Raise Hand
data/Raw Data Cleaned/Vijay chn 2.csv,1.171999931,146.8888889,136.4444444,-202.4444444,1,2,1,-1187.881515,-92.92588614,-1174.145219,10.44444444,349.3333333,338.8888889,Lower Hand
data/Raw Data Cleaned/Vijay chn 2.csv,1.071000099,-66.28571429,125.877551,-228.244898,2,1,3,224.5885124,618.2139368,402.0448542,-192.1632653,161.9591837,354.122449,Inactive
data/Raw Data Cleaned/Vijay chn 2.csv,1.089999914,66.90909091,62.83636364,4.509090909,0,0,1,1159.944616,-1162.336298,-482.0912198,4.072727273,62.4,58.32727273,Raise Hand
data/Raw Data Cleaned/Vijay chn 2.csv,1.151000023,54.64615385,84.30769231,-70.27692308,1,3,2,-1386.883907,134.5111407,-1194.062114,-29.66153846,124.9230769,154.5846154,Lower Hand
data/Raw Data Cleaned/Vijay chn 2.csv,1.079999924,-19.8974359,108.6153846,-115.8974359,2,1,3,657.6225675,314.1972539,1026.123165,-128.5128205,96,224.5128205,Raise Hand
data/Raw Data Cleaned/Vijay chn 2.csv,1.080000162,90.96629213,56.62921348,-13.84269663,1,2,2,-100.8441437,-8.530063322,-374.1310003,34.33707865,104.8089888,70.47191011,Scratch Chin
data/Raw Data Cleaned/Vijay chn 2.csv,1.079999924,-8.392156863,73.80392157,-108.5490196,1,2,3,-740.3404163,59.11353721,-561.8644637,-82.19607843,100.1568627,182.3529412,Lower Hand
data/Raw Data Cleaned/Vijay chn 2.csv,2.389999866,-9.247706422,36.55045872,-47.11926606,1,1,0,2382.210813,-95.03890981,1729.375846,-45.79816514,37.87155963,83.66972477,Raise Hand
data/Raw Data Cleaned/Vijay chn 2.csv,1.181000233,16.13333333,47,-63.73333333,0,2,2,-1099.663257,29.99279822,-624.8142911,-30.86666667,79.86666667,110.7333333,Lower Hand
data/Raw Data Cleaned/Vijay chn 2.csv,1.080999851,-25.16030534,45.19083969,-73.28244275,1,2,1,-81.11113772,332.4540847,-66.58758488,-70.35114504,48.1221374,118.4732824,Inactive
data/Raw Data Cleaned/Vijay chn 2.csv,1.077000141,51.88888889,56.77777778,2.555555556,1,3,4,899.7901714,-379.9283613,552.7365733,-4.888888889,49.33333333,54.22222222,Raise Hand
data/Raw Data Cleaned/Vijay chn 2.csv,1.079999924,49.32484076,45.70700637,-17.8343949,2,1,2,-930.4277473,319.1679979,-957.3692683,3.617834395,67.15923567,63.54140127,Lower Hand
data/Raw Data Cleaned/Vijay chn 2.csv,2.309000015,-10.58536585,26.19512195,-37.85365854,1,1,2,35.07753278,464.2222059,-61.21247831,-36.7804878,27.26829268,64.04878049,Inactive
data/Raw Data Cleaned/Vijay chn 2.csv,1.177999973,52.86363636,31.09090909,-2.727272727,2,2,2,81.98113638,-310.534817,-255.1708931,21.77272727,55.59090909,33.81818182,Scratch Chin
data/Raw Data Cleaned/Vijay chn 2.csv,1.079999924,-11.82795699,29.6344086,-46.75268817,1,3,2,-330.3031927,-170.3185121,8.207787929,-41.46236559,34.92473118,76.38709677,Lower Hand
data/Raw Data Cleaned/Vijay chn 2.csv,0.167000055,-3.063829787,5.446808511,-8.978723404,0,0,0,190.4759396,0,-95.23796981,-8.510638298,5.914893617,14.42553191,Inactive
data/Raw Data Cleaned/Vijay comb 1.csv,1.001000166,-283.3333333,545.3333333,-810,2,4,3,-580.6067732,-475.43782,-697.1130149,-828.6666667,526.6666667,1355.333333,Inactive
data/Raw Data Cleaned/Vijay comb 1.csv,1.241999865,-33.28,342.08,-329.28,1,2,3,1074.000356,199.6166248,650.2990798,-375.36,296,671.36,Raise Hand
data/Raw Data Cleaned/Vijay comb 1.csv,1.078999996,241.9459459,117.1891892,-139.4594595,1,2,1,-0.468526791,-532.8068765,-169.2215105,124.7567568,381.4054054,256.6486486,Comb Hair
data/Raw Data Cleaned/Vijay comb 1.csv,1,184.5,-22.16666667,-95.33333333,2,1,2,-126.4421701,575.1911794,-166.4837087,206.6666667,279.8333333,73.16666667,Comb Hair
data/Raw Data Cleaned/Vijay comb 1.csv,2.006000042,73.66037736,-13.73584906,-33.35849057,1,0,1,517.4993006,-2305.220336,2080.89659,87.39622642,107.0188679,19.62264151,Comb Hair
data/Raw Data Cleaned/Vijay comb 1.csv,1.065000057,44.30769231,-162.0923077,-28.18461538,1,2,1,-304.0699214,-866.6955511,1530.922573,206.4,72.49230769,-133.9076923,Comb Hair
data/Raw Data Cleaned/Vijay comb 1.csv,1.076999903,44.20512821,-149.2307692,-41.64102564,2,1,2,300.7750925,684.1201964,-306.9100356,193.4358974,85.84615385,-107.5897436,Comb Hair
data/Raw Data Cleaned/Vijay comb 1.csv,1.08100009,59.6043956,-65.58241758,-96.7032967,2,1,2,71.43266566,10.41677419,50.65984801,125.1868132,156.3076923,31.12087912,Comb Hair
data/Raw Data Cleaned/Vijay comb 1.csv,1.078999996,87.76923077,-11.30769231,-71.69230769,1,1,1,82.2609964,748.2300361,331.0371335,99.07692308,159.4615385,60.38461538,Comb Hair
