FileName, Time, Average X, Average Y, Average Z, Number of Peaks X, Number of Peaks Y, Number of Peaks Z, Average Jerk X, Average Jerk Y, Average Jerk Z, Average XY, Average XZ, Average YZ ,Gesture
data/Raw Data Cleaned/Sambhav brush 1.csv,1.020999908,18.11623246,11.60721443,-0.849699399,4,4,4,-4.525969752,-83.02270349,-211.4308515,6.509018036,18.96593186,12.45691383,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 1.csv,1.080000162,15.5,18.046875,7,1,2,3,-303.1844865,447.1819558,585.4374555,-2.546875,8.5,11.046875,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 1.csv,1.079999924,0.671755725,10.96183206,-18.7480916,1,0,3,-614.7455583,-527.6255205,-1096.280478,-10.29007634,19.41984733,29.70992366,Lower Hand
data/Raw Data Cleaned/Sambhav brush 1.csv,0.58100009,-5.725047081,4.956685499,-12.3992467,1,0,2,-147.1061926,-335.9312163,111.9300859,-10.68173258,6.674199623,17.3559322,Inactive
data/Raw Data Cleaned/Sambhav brush 2.csv,1.079999924,230.4864865,184.6486486,-49.08108108,2,2,4,820.0422884,-344.2346899,326.8319897,45.83783784,279.5675676,233.7297297,Raise Hand
data/Raw Data Cleaned/Sambhav brush 2.csv,1.085999966,214.88,139.36,9.76,5,4,5,70.28159069,56.41593406,171.5438891,75.52,205.12,129.6,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 2.csv,2.406000137,99.92982456,66.52631579,3.789473684,2,1,1,128.5144187,48.19229561,690.7618052,33.40350877,96.14035088,62.73684211,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 2.csv,1.076999903,149.7142857,99.42857143,12.22857143,4,3,4,130.3305744,-48.00178314,783.1321672,50.28571429,137.4857143,87.2,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 2.csv,1.210999966,115.0243902,83.51219512,30.82926829,3,3,3,96.38480097,60.6065807,394.1993903,31.51219512,84.19512195,52.68292683,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 2.csv,1.031000137,108.2947368,78.48421053,13.13684211,3,2,4,129.6614389,8.987764837,507.2684059,29.81052632,95.15789474,65.34736842,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 2.csv,1.079999924,81.05660377,41.96226415,-15.9245283,3,3,2,-115.6621186,-693.9758954,-539.760974,39.09433962,96.98113208,57.88679245,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 2.csv,2.390000105,51.29824561,2.035087719,-50.52631579,3,3,2,-137.6936839,-247.8487022,-358.0030085,49.26315789,101.8245614,52.56140351,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 2.csv,1.01699996,68.224,9.472,-47.744,2,2,3,-154.2165826,655.4229818,954.2193584,58.752,115.968,57.216,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 2.csv,1.078999996,81.73913043,37.97101449,-8.869565217,4,4,4,8.701338571,-52.59128752,-88.16283784,43.76811594,90.60869565,46.84057971,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 2.csv,1.079999924,60.27027027,28.10810811,-5.135135135,2,2,2,21.41831609,-21.41954662,-182.0641928,32.16216216,65.40540541,33.24324324,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 2.csv,1.08100009,69.36645963,37.66459627,2.98136646,4,4,4,259.5140363,170.4905977,595.9077971,31.70186335,66.38509317,34.68322981,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 2.csv,2.465999842,43.34117647,30.02352941,-0.611764706,2,2,2,-96.38532953,289.1564731,-60.23993114,13.31764706,43.95294118,30.63529412,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 2.csv,1.022000074,47.69230769,40.48351648,-3.956043956,4,4,4,-77.19248218,0.104381535,-572.5771594,7.208791209,51.64835165,44.43956044,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 2.csv,1.079999924,47.95897436,43.77435897,3.405128205,5,3,5,-80.99045108,398.1637939,-28.78035001,4.184615385,44.55384615,40.36923077,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 2.csv,1.080000162,35.51219512,30.67317073,4.487804878,3,3,3,257.0280992,64.25670178,642.5703402,4.83902439,31.02439024,26.18536585,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 2.csv,1.079999924,46.67889908,33.28440367,0.110091743,2,3,3,-8.128024591,-259.8035013,451.9013402,13.39449541,46.56880734,33.17431193,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 2.csv,1.41899991,35.43859649,24.94736842,-1.859649123,3,3,3,85.67581771,-321.2858776,53.54752835,10.49122807,37.29824561,26.80701754,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 2.csv,1.073000193,37.52301255,23.49790795,-7.230125523,3,3,3,298.794743,86.74643665,424.0963082,14.0251046,44.75313808,30.72803347,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 2.csv,1.078999996,42.15873016,24.82539683,-9.968253968,4,2,4,153.6622497,25.4346495,500.8629235,17.33333333,52.12698413,34.79365079,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 2.csv,1.079999924,37.15151515,21.66666667,-8.575757576,3,4,5,140.0936947,-52.57389162,767.6496993,15.48484848,45.72727273,30.24242424,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 2.csv,1.079999924,38.52707581,24.66425993,9.270758123,3,4,4,33.8496541,82.04188049,716.1031942,13.86281588,29.25631769,15.39350181,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 2.csv,1.273000002,19.6056338,12.67605634,0.985915493,2,2,2,-96.38583713,48.19275706,144.5776251,6.929577465,18.61971831,11.69014085,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 2.csv,1.054000139,33.32432432,20.05405405,0.324324324,3,3,4,-15.43959234,52.26077219,76.87667706,13.27027027,33,19.72972973,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 2.csv,1.079999924,35.93527508,19.21035599,0,4,4,4,-34.99676658,-82.90309737,-644.0059854,16.72491909,35.93527508,19.21035599,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 2.csv,1.079999924,33.88819876,8.372670807,-9.440993789,3,2,3,-127.7491157,-609.0080814,-746.6077938,25.51552795,43.32919255,17.8136646,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 2.csv,1.328999996,24.31325301,-4.096385542,-18.96385542,2,3,3,-160.6433541,385.5420872,-278.4458308,28.40963855,43.27710843,14.86746988,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 2.csv,1.09100008,13.91715976,-0.355029586,-13.75147929,2,2,1,269.879864,501.2054855,-1330.124303,14.27218935,27.66863905,13.3964497,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 2.csv,1.233999968,24.77936963,-1.87965616,-20.9512894,2,4,4,115.6630046,-260.2414972,-404.8177749,26.65902579,45.73065903,19.07163324,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 2.csv,1.079999924,25.74585635,-7.73480663,-24.19889503,4,4,4,74.39204054,73.5313774,-405.4300248,33.48066298,49.94475138,16.4640884,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 2.csv,1.078999996,26.944,-8.384,-21.248,4,4,5,114.5529867,-167.4315773,69.8986046,35.328,48.192,12.864,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 2.csv,1.080000162,26.59793814,-10,-17.42268041,4,4,3,-97.05522641,-1.052144649,19.5062512,36.59793814,44.02061856,7.422680412,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 2.csv,0.498999834,10.21882952,-3.155216285,-7.572519084,1,1,1,-746.9909414,-337.3501761,265.0614559,13.3740458,17.7913486,4.417302799,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 3.csv,1.069000006,-615.1111111,527.1111111,-344,2,1,1,1605.887678,24.21892019,508.5367918,-1142.222222,-271.1111111,871.1111111,Raise Hand
data/Raw Data Cleaned/Sambhav brush 3.csv,1,436.952381,333.3333333,48,4,3,4,-67.0648808,23.07299307,-107.4782268,103.6190476,388.952381,285.3333333,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 3.csv,1.075999975,296.9411765,222.3529412,36.23529412,4,3,4,-83.9132578,151.091895,-343.1651962,74.58823529,260.7058824,186.1176471,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 3.csv,1.079999924,214.4680851,141.787234,-44.42553191,4,3,4,104.4779585,-210.5298002,-786.1000497,72.68085106,258.893617,186.212766,Brush Teeth
data/Raw Data Cleaned/Sambhav brush 3.csv,0.582000017,97.77777778,31.7037037,-81.48148148,2,2,2,26.56960174,-357.5729617,266.3019443,66.07407407,179.2592593,113.1851852,Brush Teeth
data/Raw Data Cleaned/Sambhav chin 1.csv,1.079999924,-977.3333333,260.6666667,-168,2,0,2,25.20539653,21.06767291,-134.5344515,-1238,-809.3333333,428.6666667,Inactive
data/Raw Data Cleaned/Sambhav chin 1.csv,1.085999966,-175.04,351.36,-162.56,0,1,1,1530.251173,198.4768474,186.4448911,-526.4,-12.48,513.92,Raise Hand
data/Raw Data Cleaned/Sambhav chin 1.csv,1.07400012,250.8108108,183.7837838,19.45945946,2,1,2,85.92576026,-85.25366935,-82.27789848,67.02702703,231.3513514,164.3243243,Scratch Chin
data/Raw Data Cleaned/Sambhav chin 1.csv,1.079999924,47.04,186.56,16.8,0,2,2,-1664.758233,121.6436925,-212.0700368,-139.52,30.24,169.76,Lower Hand
data/Raw Data Cleaned/Sambhav chin 1.csv,0.414999962,-93.81818182,38.98181818,-19.78181818,0,0,1,323.085496,-1007.61712,98.60116862,-132.8,-74.03636364,58.76363636,Inactive
data/Raw Data Cleaned/Sambhav chin 2.csv,1.080000162,-528.6153846,664.6153846,-325.5384615,0,1,1,1435.723121,417.0375105,136.57131,-1193.230769,-203.0769231,990.1538462,Raise Hand
data/Raw Data Cleaned/Sambhav chin 2.csv,1.079999924,347.2,288.64,-5.44,2,0,5,175.7372112,-110.8904935,-15.22514916,58.56,352.64,294.08,Scratch Chin
data/Raw Data Cleaned/Sambhav chin 2.csv,1.080999851,26.16216216,224.8648649,-46.05405405,1,3,2,-1875.519924,11.15522034,-321.8649649,-198.7027027,72.21621622,270.9189189,Inactive
data/Raw Data Cleaned/Sambhav chin 2.csv,42.2750001,-67.12195122,35.70731707,-30.24390244,0,0,1,4938.041717,-247.3452253,81.48729073,-102.8292683,-36.87804878,65.95121951,Scratch Chin
data/Raw Data Cleaned/Sambhav chin 2.csv,1.08100009,-163.3207547,148.8301887,-97.50943396,0,1,3,823.7351792,1125.269838,-600.2627357,-312.1509434,-65.81132075,246.3396226,Scratch Chin
data/Raw Data Cleaned/Sambhav chin 2.csv,1.080999851,59.15151515,76.48484848,-117.0909091,2,1,3,601.6984444,-2425.867324,-467.4010822,-17.33333333,176.2424242,193.5757576,Scratch Chin
data/Raw Data Cleaned/Sambhav chin 2.csv,1.080000162,74.94736842,-65.89473684,-70.52631579,1,2,3,-45.09530788,-614.2947023,295.5192935,140.8421053,145.4736842,4.631578947,Scratch Chin
data/Raw Data Cleaned/Sambhav chin 2.csv,1.078999996,78.71264368,-38.98850575,-78.43678161,1,3,2,208.3176419,26.89742962,-98.47454025,117.7011494,157.1494253,39.44827586,Scratch Chin
data/Raw Data Cleaned/Sambhav chin 2.csv,2.307999849,62.46808511,1.787234043,-37.87234043,1,2,1,-810.4674653,1409.292632,303.2089516,60.68085106,100.3404255,39.65957447,Scratch Chin
data/Raw Data Cleaned/Sambhav chin 2.csv,1.013000011,74.97142857,45.02857143,-38.47619048,1,2,2,-212.7246613,1796.425343,-148.6879968,29.94285714,113.447619,83.5047619,Scratch Chin
data/Raw Data Cleaned/Sambhav chin 2.csv,1.080000162,10.44067797,70.16949153,-54.50847458,1,1,2,-1417.780555,169.2036542,-558.4497293,-59.72881356,64.94915254,124.6779661,Lower Hand
data/Raw Data Cleaned/Sambhav chin 2.csv,0.248999834,-21.2231405,9.785123967,-11.90082645,0,0,0,-860.5858447,-384.394644,933.4485596,-31.00826446,-9.32231405,21.68595041,Inactive
data/Raw Data Cleaned/Sambhav comb 1.csv,1,-182.6666667,779.3333333,-284,0,2,2,1545.461224,-573.924584,-460.1888722,-962,101.3333333,1063.333333,Raise Hand
data/Raw Data Cleaned/Sambhav comb 1.csv,1.076999903,338.56,69.76,-344.96,2,2,3,-56.67753203,-409.3371255,-554.4402972,268.8,683.52,414.72,Comb Hair
data/Raw Data Cleaned/Sambhav comb 1.csv,1.245000124,173.2571429,26.05714286,-180.8,1,2,2,618.5932641,1097.140835,174.2716547,147.2,354.0571429,206.8571429,Comb Hair
data/Raw Data Cleaned/Sambhav comb 1.csv,1.079999924,150.6666667,-97.33333333,-172.3333333,2,2,4,-121.5464665,-1068.356751,-436.2109667,248,323,75,Comb Hair
data/Raw Data Cleaned/Sambhav comb 1.csv,0.414999962,40.92307692,-48.92307692,-46,0,1,1,1268.703323,-1214.159721,-361.2596445,89.84615385,86.92307692,-2.923076923,Comb Hair
data/Raw Data Cleaned/Sambhav draw 1.5.csv,1.079999924,-409,811,-514,1,1,2,49.45677024,19.2094726,372.4011952,-1220,105,1325,Draw
data/Raw Data Cleaned/Sambhav draw 1.5.csv,1.079999924,-250.2857143,504.7619048,-312.7619048,3,2,4,-36.1625273,-33.80211408,-108.5632232,-755.047619,62.47619048,817.5238095,Draw
data/Raw Data Cleaned/Sambhav draw 1.5.csv,1.078999996,-144,290.6666667,-199.7575758,1,2,2,48.70554383,-228.4126907,-194.4540128,-434.6666667,55.75757576,490.4242424,Draw
data/Raw Data Cleaned/Sambhav draw 1.5.csv,1.08100009,-115.3043478,231.3043478,-140.5217391,2,2,2,-23.57808269,158.6857759,488.5379012,-346.6086957,25.2173913,371.826087,Draw
data/Raw Data Cleaned/Sambhav draw 1.5.csv,0.500999928,-32.64,70.4,-27.04,0,0,1,16.11278516,-410.3924556,-566.461191,-103.04,-5.6,97.44,Draw
data/Raw Data Cleaned/Sambhav draw 1.csv,1.078000069,-427.5555556,874.6666667,-387.5555556,2,2,2,-10.58349831,39.32886097,-11.88321733,-1302.222222,-40,1262.222222,Draw
data/Raw Data Cleaned/Sambhav draw 1.csv,1.075999975,-198.2222222,430.2222222,-212.4444444,3,1,2,-292.9739464,-40.49646763,76.56583665,-628.4444444,14.22222222,642.6666667,Draw
data/Raw Data Cleaned/Sambhav draw 1.csv,1.079999924,-148.137931,325.5172414,-169.3793103,2,2,2,178.3978554,-29.08219245,10.86177368,-473.6551724,21.24137931,494.8965517,Draw
data/Raw Data Cleaned/Sambhav draw 1.csv,1.079999924,-123.2380952,267.8095238,-134.8571429,2,1,3,-554.4710918,-147.3419615,182.0870303,-391.047619,11.61904762,402.6666667,Draw
data/Raw Data Cleaned/Sambhav draw 1.csv,0.499000072,-50.72340426,88.5106383,-45.10638298,1,1,1,376.8679889,67.43289458,-32.32609525,-139.2340426,-5.617021277,133.6170213,Draw
data/Raw Data Cleaned/Sambhav draw 3.csv,1.083999872,-517.3333333,764.6666667,-469.3333333,2,3,3,-76.36256915,-228.817236,-698.4359028,-1282,-48,1234,Draw
data/Raw Data Cleaned/Sambhav draw 3.csv,1.075999975,-275.2,383.36,-239.04,4,4,4,-19.13727805,293.743749,734.304609,-658.56,-36.16,622.4,Draw
data/Raw Data Cleaned/Sambhav draw 3.csv,1.246999979,-183.1578947,279.5789474,-119.3684211,4,4,4,-43.46469987,-269.5587972,-70.97107518,-462.7368421,-63.78947368,398.9473684,Draw
data/Raw Data Cleaned/Sambhav draw 3.csv,1.080000162,-125.4901961,195.9215686,-125.8039216,3,3,4,524.6412386,517.4272524,580.0929296,-321.4117647,0.31372549,321.7254902,Draw
data/Raw Data Cleaned/Sambhav draw 3.csv,1.726999998,-48.28571429,71.14285714,-39.85714286,1,1,1,-2433.733833,-855.6950323,788.6077192,-119.4285714,-8.428571429,111,Draw
data/Raw Data Cleaned/Sambhav draw 3.csv,1.013000011,-76.67692308,108.5538462,-61.04615385,2,2,2,1722.186548,512.5534801,-1803.978876,-185.2307692,-15.63076923,169.6,Draw
data/Raw Data Cleaned/Sambhav draw 3.csv,1.162999868,-78.12987013,127.1688312,-57.55844156,1,2,3,-460.9084231,-487.6175277,-102.3186444,-205.2987013,-20.57142857,184.7272727,Draw
data/Raw Data Cleaned/Sambhav draw 3.csv,0.414999962,-33.46341463,30.14634146,-45.26829268,0,0,1,-109.8029687,-14.78655831,85.70660166,-63.6097561,11.80487805,75.41463415,Draw
data/Raw Data Cleaned/Shiyan brush 1.csv,1.06400013,-246.7692308,1008,-331.0769231,3,1,3,567.9878681,-81.92661934,-155.8260009,-1254.769231,84.30769231,1339.076923,Inactive
data/Raw Data Cleaned/Shiyan brush 1.csv,1.245999813,326.6666667,141,-237,2,1,3,512.4950997,24.30914724,-1.191842835,185.6666667,563.6666667,378,Raise Hand
data/Raw Data Cleaned/Shiyan brush 1.csv,1.164999962,263.5675676,72.64864865,-198.9189189,4,3,3,-53.7183259,-229.3434029,31.5625891,190.9189189,462.4864865,271.5675676,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 1.csv,1.08100009,191.68,7.52,-179.36,5,5,5,42.08017817,-211.5198846,-202.4616078,184.16,371.04,186.88,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 1.csv,1.163000107,113.8983051,8.271186441,-105.8983051,2,2,3,56.93411037,-290.5791635,-195.4213878,105.6271186,219.7966102,114.1694915,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 1.csv,1.079999924,146.3333333,57.33333333,-75.11111111,5,4,4,-54.88727803,20.35997322,-313.2873585,89,221.4444444,132.4444444,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 1.csv,1.079999924,124.6117647,60.51764706,-55.43529412,4,4,4,51.7693872,59.54893533,372.6500566,64.09411765,180.0470588,115.9529412,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 1.csv,1.080000162,111.8367347,28.24489796,-55.26530612,5,4,4,28.61483989,69.57993583,15.86229036,83.59183673,167.1020408,83.51020408,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 1.csv,1.079999924,81.01818182,6.545454545,-73.45454545,3,4,5,-19.00230955,-590.6984056,112.6555719,74.47272727,154.4727273,80,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 1.csv,1.079999924,38.20689655,3.034482759,-36.20689655,2,2,1,325.1069385,506.3013163,753.3758705,35.17241379,74.4137931,39.24137931,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 1.csv,1.08100009,81.79844961,30.13953488,-40.86821705,4,4,4,27.27105237,283.5620347,-20.73697644,51.65891473,122.6666667,71.00775194,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 1.csv,1.079999924,71.94326241,19.34751773,-34.60992908,5,4,5,35.08917729,244.7738596,102.4932201,52.59574468,106.5531915,53.95744681,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 1.csv,1.085999966,73.24675325,2.961038961,-42.75324675,5,5,3,-74.61714555,137.8282299,51.88714661,70.28571429,116,45.71428571,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 1.csv,1.075000048,63.90419162,23.90419162,-32.09580838,4,4,4,26.50155374,154.4638567,204.8351436,40,96,56,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 1.csv,1.245000124,29.17919075,10.26589595,-12.9017341,1,2,2,495.2257559,-76.9385486,1057.772229,18.9132948,42.08092486,23.16763006,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 1.csv,1.080999851,56.7311828,28.43010753,-25.76344086,4,4,4,98.16244146,360.2610219,765.352967,28.30107527,82.49462366,54.19354839,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 1.csv,1.080000162,44.57142857,3.632653061,-21.26530612,3,3,3,26.10629201,147.1664886,-461.375361,40.93877551,65.83673469,24.89795918,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 1.csv,1.079999924,47.69230769,3.807692308,-32.15384615,3,4,4,-141.9775093,313.5333722,-374.007365,43.88461538,79.84615385,35.96153846,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 1.csv,1.080999851,46.18181818,-1.636363636,-26.8,3,4,3,111.4627421,295.9628075,208.9431704,47.81818182,72.98181818,25.16363636,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 1.csv,1.003000021,17.70666667,-3.413333333,-14.11555556,2,1,1,-102.0313121,-1216.068219,-299.795901,21.12,31.82222222,10.70222222,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 1.csv,1.07400012,46.5210084,6.621848739,-23.36134454,4,4,4,-140.1367745,-92.55082104,-500.8175601,39.89915966,69.88235294,29.98319328,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 1.csv,1.088000059,42.64541833,17.01992032,-19.76095618,4,4,4,-66.6729371,-273.2119581,-83.44803087,25.62549801,62.4063745,36.78087649,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 1.csv,1.072000027,37.17110266,9.155893536,-22.17490494,3,3,2,-1.417383622,-274.4217836,-502.0087725,28.01520913,59.3460076,31.33079848,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 1.csv,1.079999924,29.06959707,-0.967032967,-23.03296703,3,4,3,29.49780402,-79.35625356,58.55757752,30.03663004,52.1025641,22.06593407,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 1.csv,2.388999939,22.4341637,2.362989324,-16.45551601,2,2,2,55.65840762,-334.6821379,425.042515,20.07117438,38.88967972,18.81850534,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 1.csv,1.018000126,29.07849829,22.0887372,-16.98293515,3,3,4,-240.048799,397.3207367,-377.0468419,6.989761092,46.06143345,39.07167235,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 1.csv,1.079999924,27.11111111,14.95424837,-29.30718954,2,4,4,68.97094147,499.3330798,-100.8795523,12.15686275,56.41830065,44.26143791,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 1.csv,1.079999924,26.7672956,6.842767296,-22.86792453,3,4,4,175.3284457,-507.6311312,235.2053527,19.9245283,49.63522013,29.71069182,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 1.csv,1.082000017,33.20845921,-2.634441088,-18.75528701,4,5,5,-9.326423922,451.3321379,46.47540378,35.8429003,51.96374622,16.12084592,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 1.csv,1.417999983,19.39823009,-0.16519174,-13.52212389,3,3,3,-48.66621764,110.3428633,88.17441815,19.56342183,32.92035398,13.35693215,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 1.csv,1.07400012,30.47727273,-2.386363636,-20.43181818,3,4,4,53.10294224,223.5146537,31.3964638,32.86363636,50.90909091,18.04545455,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 1.csv,1.079999924,25.34435262,-0.815426997,-14.87603306,3,4,3,-66.06991979,142.4932571,11.07131892,26.15977961,40.22038567,14.06060606,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 1.csv,1.079999924,25.94133333,0.810666667,-16.32,4,4,5,-141.750153,424.6741633,-206.9242498,25.13066667,42.26133333,17.13066667,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 1.csv,1.080000162,24.22739018,4.878552972,-17.88113695,2,3,3,42.19348036,-152.1342357,-169.0271654,19.34883721,42.10852713,22.75968992,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 1.csv,2.388999939,13.58987342,4.151898734,-9.701265823,2,2,1,-1838.180681,1985.942231,1126.481878,9.437974684,23.29113924,13.85316456,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 1.csv,1.01699996,-12.2364532,25.35960591,-2.384236453,3,2,1,-347.9194402,68.01176966,69.43403219,-37.59605911,-9.852216749,27.74384236,Lower Hand
data/Raw Data Cleaned/Shiyan brush 1.csv,1.079999924,-14.30071599,26.69212411,10.02386635,3,3,4,32.24495562,53.85010619,570.1723649,-40.9928401,-24.32458234,16.66825776,Inactive
data/Raw Data Cleaned/Shiyan brush 1.csv,0.167000055,-2.22327791,3.971496437,2.26128266,0,0,0,-53.6913006,268.456503,697.9869078,-6.194774347,-4.48456057,1.710213777,Inactive
data/Raw Data Cleaned/Shiyan brush 2.csv,1.079999924,26.18181818,850.1818182,-88,1,1,2,1063.788365,-1020.433334,-732.9928038,-824,114.1818182,938.1818182,Raise Hand
data/Raw Data Cleaned/Shiyan brush 2.csv,1.079999924,424.6956522,65.04347826,-272,4,3,5,245.0544713,-99.21088555,-144.6532855,359.6521739,696.6956522,337.0434783,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 2.csv,1.08100009,295.5555556,-7.333333333,-198,4,5,5,-58.50561576,-448.2284423,-142.3338328,302.8888889,493.5555556,190.6666667,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 2.csv,1.079999924,208,-8.326530612,-166.5306122,4,4,4,86.90020624,517.1628481,-252.5548985,216.3265306,374.5306122,158.2040816,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 2.csv,1.080000162,119.0175439,-17.26315789,-59.36842105,2,3,2,-319.7309348,-920.8886687,-259.9705521,136.2807018,178.3859649,42.10526316,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 2.csv,1.079999924,153.2571429,37.25714286,-76.57142857,4,4,3,40.90545345,125.0346413,569.9647722,116,229.8285714,113.8285714,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 2.csv,1.085999966,112.1975309,44.14814815,-53.13580247,3,3,3,-17.43649073,122.7107164,647.880547,68.04938272,165.3333333,97.28395062,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 2.csv,1.075000048,112.2553191,29.27659574,-61.44680851,3,5,5,-43.21842014,-788.9430962,-32.49614937,82.9787234,173.7021277,90.72340426,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 2.csv,1.085000038,87.84761905,-1.219047619,-63.92380952,3,3,4,-48.53448081,-562.9285949,190.8530134,89.06666667,151.7714286,62.7047619,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 2.csv,1.003999949,37.6,1.163636364,-26.32727273,0,1,1,48.19314929,542.1730506,-710.8424629,36.43636364,63.92727273,27.49090909,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 2.csv,1.069000006,87.80487805,10.47154472,-54.24390244,3,4,4,332.2504766,175.4951886,538.6574342,77.33333333,142.0487805,64.71544715,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 2.csv,1.08100009,57.63636364,15.09090909,-30.60606061,3,4,3,-119.417563,-1050.934375,-696.0646657,42.54545455,88.24242424,45.6969697,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 2.csv,1.079999924,73.26896552,-1.048275862,-45.51724138,5,6,5,-64.59762535,-274.7352351,-155.1152367,74.31724138,118.7862069,44.46896552,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 2.csv,1.08100009,54.19354839,16.15483871,-26.83870968,3,3,3,-7.191309411,-420.74274,58.58649202,38.03870968,81.03225806,42.99354839,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 2.csv,1.355999947,36.24691358,12.04938272,-18.61728395,2,1,1,-128.3895663,535.2259427,1138.630462,24.19753086,54.86419753,30.66666667,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 2.csv,1.052999973,49.39534884,16,-20.27906977,3,3,3,33.43975122,-54.48765998,309.8982503,33.39534884,69.6744186,36.27906977,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 2.csv,1.08100009,58.73913043,17.04347826,-22.39130435,4,4,4,-150.4097395,-95.60533568,-462.5089326,41.69565217,81.13043478,39.43478261,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 2.csv,1.078999996,58.55837563,-1.705583756,-23.2284264,3,3,4,-143.5505038,-436.8403741,-1013.058443,60.26395939,81.78680203,21.52284264,Brush Teeth
data/Raw Data Cleaned/Shiyan brush 2.csv,1.079999924,38.18357488,3.169082126,-25.19806763,4,3,2,-372.17288,-185.8284263,-527.4975925,35.01449275,63.38164251,28.36714976,Brush Teeth
