"FileName"," Time"," Average X"," Average Y"," Average Z"," Number of Peaks X"," Number of Peaks Y"," Number of Peaks Z"," Average Jerk X"," Average Jerk Y"," Average Jerk Z"," Average XY"," Average XZ"," Average YZ "
"data/Raw Data Cleaned/Austin draw 3.csv","2.075000047683716","-39.84516129032258","137.08387096774194","-31.53548387096774","10","11","9","7.533005768991164","47.88722895702986","38.56150086099028","-176.92903225806452","-8.30967741935484","168.61935483870968"
"data/Raw Data Cleaned/Austin draw 3.csv","2.075000047683716","-37.6140350877193","67.32163742690058","-38.97076023391813","8","9","8","-163.18537994295318","-616.9736144085222","-558.4106992965719","-104.93567251461988","1.3567251461988303","106.29239766081871"
"data/Raw Data Cleaned/Austin draw 3.csv","0.1659998893737793","-7.861271676300578","5.132947976878612","-9.202312138728324","1","0","0","-599.9987840677107","899.9981761015661","3299.993312372409","-12.99421965317919","1.3410404624277457","14.335260115606937"
"data/Raw Data Cleaned/Austin draw 4.csv","2.075000047683716","-348.95238095238096","809.9047619047619","-280.3809523809524","10","8","11","-688.4091098881499","21.42778348492418","-448.87698737097435","-1158.857142857143","-68.57142857142857","1090.2857142857142"
"data/Raw Data Cleaned/Austin draw 4.csv","2.0799999237060547","-226.08695652173913","484.17391304347825","-140.34782608695653","14","13","12","-11.813946921293175","-89.43096381588778","-111.72849645184881","-710.2608695652174","-85.73913043478261","624.5217391304348"
"data/Raw Data Cleaned/Austin draw 4.csv","0.6610000133514404","-44.46153846153846","105.38461538461539","-20.307692307692307","2","3","2","48.37483189483591","30.21403264010353","601.1460769046755","-149.84615384615384","-24.153846153846153","125.6923076923077"
"data/Raw Data Cleaned/Harsh brush 1.csv","2.065999984741211","520.6153846153846","255.07692307692307","-734.1538461538462","12","12","12","45.57867543177381","158.32692596342676","19.6946765215115","265.53846153846155","1254.7692307692307","989.2307692307693"
"data/Raw Data Cleaned/Harsh brush 1.csv","2.0769999027252197","202.19607843137254","376.15686274509807","-169.09803921568627","13","13","13","-40.13062886820961","-101.80628588036386","-91.5486973968835","-173.9607843137255","371.29411764705884","545.2549019607843"
"data/Raw Data Cleaned/Harsh brush 1.csv","2.078000068664551","89.07462686567165","217.91044776119404","-18.26865671641791","8","6","6","7.803085532600002","398.35072484391674","371.9372581778727","-128.83582089552237","107.34328358208955","236.17910447761193"
"data/Raw Data Cleaned/Harsh brush 1.csv","2.0769999027252197","100.0","200.27272727272728","-69.9090909090909","11","11","10","11.959301090851113","276.1435468848165","-98.78521211324305","-100.27272727272727","169.9090909090909","270.1818181818182"
"data/Raw Data Cleaned/Harsh brush 1.csv","2.076000213623047","109.23893805309734","94.51327433628319","-135.78761061946904","12","13","10","-77.83466805084701","-220.31170763185125","-160.625807862527","14.725663716814159","245.02654867256638","230.30088495575222"
"data/Raw Data Cleaned/Harsh brush 1.csv","2.242999792098999","72.42748091603053","89.52671755725191","-70.77862595419847","8","8","7","178.5696680498447","287.9231764098295","379.8847924580771","-17.099236641221374","143.206106870229","160.3053435114504"
"data/Raw Data Cleaned/Harsh brush 1.csv","2.077000141143799","78.03870967741935","70.24516129032259","-96.36129032258064","12","10","11","122.34004807825568","274.42875308928484","143.45653023686805","7.7935483870967746","174.4","166.60645161290321"
"data/Raw Data Cleaned/Harsh brush 1.csv","3.128999948501587","42.93491124260355","56.946745562130175","-36.11834319526627","6","7","5","-60.81456724963185","568.2561033220852","665.8200393174167","-14.011834319526628","79.05325443786982","93.06508875739645"
"data/Raw Data Cleaned/Harsh brush 1.csv","2.0209999084472656","49.2020725388601","89.11917098445596","-70.6321243523316","11","11","11","8.598625968606514","427.1922631597057","224.71717048987756","-39.917098445595855","119.83419689119171","159.75129533678756"
"data/Raw Data Cleaned/Harsh brush 1.csv","2.077000141143799","41.806451612903224","78.56221198156682","-58.285714285714285","13","11","12","21.42289461518131","415.95099365797086","211.06368140900327","-36.755760368663594","100.09216589861751","136.8479262672811"
"data/Raw Data Cleaned/Harsh brush 1.csv","2.0759999752044678","22.798283261802574","32.75536480686695","-40.892703862660944","11","9","10","-905.509704300434","-637.8747033301265","-971.2998967434655","-9.957081545064378","63.69098712446352","73.6480686695279"
"data/Raw Data Cleaned/Harsh brush 1.csv","2.0769999027252197","5.8125","54.4375","-59.65625","7","12","10","722.3227819923512","-175.02698787951422","97.18534625193875","-48.625","65.46875","114.09375"
"data/Raw Data Cleaned/Harsh brush 1.csv","2.077000141143799","40.512455516014235","55.80071174377224","-49.76512455516014","11","11","10","-11.585133119767306","58.160434542044264","-4.3068201738067655","-15.288256227758007","90.27758007117438","105.56583629893238"
"data/Raw Data Cleaned/Harsh brush 1.csv","2.052000045776367","7.073684210526316","11.480701754385965","-7.129824561403509","1","1","2","-148.45228472971075","-814.2291123453946","-1316.3492447189699","-4.4070175438596495","14.203508771929824","18.610526315789475"
"data/Raw Data Cleaned/Harsh brush 1.csv","2.0189998149871826","34.86842105263158","31.0","-40.026315789473685","10","8","8","-122.15281760668351","-160.64348317893467","2.8681783336173794","3.8684210526315788","74.89473684210526","71.02631578947368"
"data/Raw Data Cleaned/Harsh brush 1.csv","2.0759999752044678","39.09480122324159","47.19266055045872","-26.422018348623855","10","9","10","-42.94152614332771","107.11752319686254","106.0211015052094","-8.097859327217126","65.51681957186544","73.61467889908256"
"data/Raw Data Cleaned/Harsh brush 1.csv","2.076000213623047","26.930232558139537","38.25581395348837","-7.1395348837209305","7","8","8","-11.371818243253202","-59.33584033530303","-192.2608682723391","-11.325581395348838","34.06976744186046","45.395348837209305"
"data/Raw Data Cleaned/Harsh brush 1.csv","2.0759999752044678","31.12568306010929","47.169398907103826","-8.918032786885245","9","10","12","-73.37037735190782","27.70134706692815","-148.3965323287557","-16.043715846994534","40.04371584699454","56.08743169398907"
"data/Raw Data Cleaned/Harsh brush 1.csv","2.0769999027252197","25.275064267352185","36.93573264781491","-36.688946015424165","11","10","13","-69.84884335391259","-263.2588773604188","-364.1941174248404","-11.660668380462726","61.96401028277635","73.62467866323908"
"data/Raw Data Cleaned/Harsh brush 1.csv","2.075000047683716","18.42962962962963","26.646913580246913","-17.48148148148148","7","8","6","215.21885507777455","550.7530225573809","725.7596691615421","-8.217283950617285","35.91111111111111","44.1283950617284"
"data/Raw Data Cleaned/Harsh brush 1.csv","2.078000068664551","31.7196261682243","44.373831775700936","-5.775700934579439","13","11","9","-152.59498727463654","-263.62510292678036","67.32291452756061","-12.654205607476635","37.495327102803735","50.149532710280376"
"data/Raw Data Cleaned/Harsh brush 1.csv","2.4089999198913574","23.121076233183857","29.99103139013453","-14.762331838565023","10","9","7","-108.96144780802354","91.74574987693755","-233.61679571921965","-6.869955156950673","37.88340807174888","44.75336322869955"
"data/Raw Data Cleaned/Harsh brush 1.csv","2.0759999752044678","20.697872340425533","42.53617021276596","-12.272340425531915","11","10","9","260.5486067202771","229.76242721455753","383.70003412506264","-21.838297872340426","32.97021276595745","54.808510638297875"
"data/Raw Data Cleaned/Harsh brush 1.csv","2.0759999752044678","18.417849898580123","22.718052738336713","-38.10141987829615","10","12","13","275.35443715540146","181.54130117643763","-223.44680750884643","-4.300202839756592","56.51926977687627","60.81947261663286"
"data/Raw Data Cleaned/Harsh brush 1.csv","0.8299999237060547","9.351888667992048","12.882703777335983","-8.874751491053678","4","5","3","619.0841406057882","1594.9677748403067","788.9065179896288","-3.530815109343936","18.226640159045726","21.757455268389663"
"data/Raw Data Cleaned/Harsh brush 2.csv","2.0759999752044678","-877.6470588235294","296.0","-471.52941176470586","6","7","9","62.031307161442385","-291.3747338248154","-56.087038689634326","-1173.6470588235295","-406.11764705882354","767.5294117647059"
"data/Raw Data Cleaned/Harsh brush 2.csv","2.078000068664551","-520.780487804878","65.5609756097561","-273.9512195121951","10","12","11","-245.9457041623278","-66.48837354089714","253.29528949087936","-586.3414634146342","-246.82926829268294","339.5121951219512"
"data/Raw Data Cleaned/Harsh brush 2.csv","2.4709999561309814","-148.64","49.44","-67.2","5","3","4","1100.1365669502616","838.4024627925768","-385.8560721908085","-198.08","-81.44","116.64"
"data/Raw Data Cleaned/Harsh brush 2.csv","2.0239999294281006","-201.35211267605635","245.74647887323943","-8.901408450704226","8","10","13","332.95806257887585","-61.426969803586395","-159.31828091454747","-447.09859154929575","-192.45070422535213","254.64788732394365"
"data/Raw Data Cleaned/Harsh brush 2.csv","2.072000026702881","-75.83333333333333","231.08333333333334","-105.66666666666667","11","15","14","-11.05606969648231","-9.115055303254524","31.328080146442897","-306.9166666666667","29.833333333333332","336.75"
"data/Raw Data Cleaned/Harsh brush 2.csv","0.9130001068115234","-24.38095238095238","80.38095238095238","-27.885714285714286","3","4","4","0.3818565920292585","-191.78449981266687","-325.4118960685536","-104.76190476190476","3.5047619047619047","108.26666666666667"
"data/Raw Data Cleaned/Harsh brush 3.csv","2.0749998092651367","413.09090909090907","312.72727272727275","-852.7272727272727","10","12","10","506.4848594410488","-155.87165097599765","-374.8878115459908","100.36363636363636","1265.8181818181818","1165.4545454545455"
"data/Raw Data Cleaned/Harsh brush 3.csv","2.078000068664551","284.8695652173913","96.52173913043478","-420.5217391304348","11","9","12","656.2914977749678","897.6127802444643","-1130.4088260550568","188.34782608695653","705.3913043478261","517.0434782608696"
"data/Raw Data Cleaned/Harsh brush 3.csv","0.6670000553131104","90.51851851851852","31.40740740740741","-109.18518518518519","3","3","4","1540.9579228583955","2350.6196854993646","-3027.289181228931","59.111111111111114","199.7037037037037","140.59259259259258"
"data/Raw Data Cleaned/Harsh chin 1.csv","2.1610000133514404","-298.2857142857143","222.85714285714286","-314.2857142857143","14","11","8","-1035.8156236717946","-420.21547576162794","-74.53576445907522","-521.1428571428571","16.0","537.1428571428571"
"data/Raw Data Cleaned/Harsh chin 1.csv","2.0789999961853027","-236.72727272727272","-17.454545454545453","-187.0909090909091","10","10","11","954.6896870116011","127.37734285427968","252.05872118178112","-219.27272727272728","-49.63636363636363","169.63636363636363"
"data/Raw Data Cleaned/Harsh chin 1.csv","0.4199998378753662","90.77551020408163","39.673469387755105","-11.755102040816327","2","4","3","-45.43607065982947","-427.60116508100333","-158.48450288335354","51.10204081632653","102.53061224489795","51.42857142857143"
"data/Raw Data Cleaned/Harsh chin 2.csv","2.0769999027252197","668.5217391304348","656.695652173913","-53.21739130434783","13","6","10","-143.52737452784956","354.45376275818404","2.403446601570951","11.826086956521738","721.7391304347826","709.9130434782609"
"data/Raw Data Cleaned/Harsh chin 3.csv","2.068000078201294","-10.181818181818182","496.0","-271.6363636363636","12","7","10","-514.5354369412189","400.8021970331822","-74.01616902681661","-506.1818181818182","261.45454545454544","767.6363636363636"
"data/Raw Data Cleaned/Harsh chin 3.csv","2.0769999027252197","-448.0","165.7872340425532","-248.0","9","10","12","-56.48077606840005","56.52061630441286","-52.63027529935695","-613.7872340425532","-200.0","413.78723404255317"
"data/Raw Data Cleaned/Harsh chin 3.csv","0.5810000896453857","-62.81481481481482","27.703703703703702","-60.0","1","2","2","2134.1929593553136","307.0922521131236","487.69922614073056","-90.51851851851852","-2.814814814814815","87.70370370370371"
"data/Raw Data Cleaned/Harsh comb 1.csv","2.075000047683716","148.0","396.6666666666667","-415.3333333333333","8","10","12","775.0372810244181","130.88543569330568","-149.3635649887934","-248.66666666666666","563.3333333333334","812.0"
"data/Raw Data Cleaned/Harsh comb 1.csv","2.0719997882843018","288.3478260869565","-12.173913043478262","-309.9130434782609","10","10","13","-110.15670134303383","-550.718147265628","196.79967748309178","300.5217391304348","598.2608695652174","297.7391304347826"
"data/Raw Data Cleaned/Harsh comb 1.csv","2.075000047683716","156.77611940298507","-111.40298507462687","-184.23880597014926","11","7","12","-211.70567400684172","666.5935672074945","-123.4860370573462","268.17910447761193","341.0149253731343","72.83582089552239"
"data/Raw Data Cleaned/Harsh comb 1.csv","0.7480001449584961","-68.0","54.7027027027027","-44.54054054054054","3","4","2","-2261.440247695828","-643.7753616946367","1150.3697926474877","-122.70270270270271","-23.45945945945946","99.24324324324324"
"data/Raw Data Cleaned/Harsh comb 2.csv","2.059000015258789","287.04","409.6","-490.24","9","10","14","529.8383859020629","-386.8203707955782","-19.89556632364194","-122.56","777.28","899.84"
"data/Raw Data Cleaned/Harsh comb 2.csv","2.0789999961853027","326.72","9.92","-363.68","12","10","12","-117.6243690190358","541.635620014394","-558.5699781230368","316.8","690.4","373.6"
"data/Raw Data Cleaned/Harsh comb 2.csv","2.365999937057495","38.0","-50.142857142857146","-72.14285714285714","2","4","2","733.8866569300575","-1803.1890075886324","-374.5566432986807","88.14285714285714","110.14285714285714","22.0"
