"FileName"," Time"," Average X"," Average Y"," Average Z"," Number of Peaks X"," Number of Peaks Y"," Number of Peaks Z"," Average Jerk X"," Average Jerk Y"," Average Jerk Z"," Average XY"," Average XZ"," Average YZ"," Previous Gesture"," Gesture"
"data\Raw Data Cleaned\Austin brush 1.csv","1.1640000343322754","-516.4444444444445","835.5555555555555","361.77777777777777","2","3","2","28.88154883985157","14.280998770979071","53.256830869610624","-1352.0","-878.2222222222222","473.77777777777777","Inactive","Inactive"
"data\Raw Data Cleaned\Austin brush 1.csv","1.0049998760223389","-277.05263157894734","440.8421052631579","192.42105263157896","1","2","2","5.07995602387248","2.5925429812758805","-59.49495530772094","-717.8947368421053","-469.4736842105263","248.42105263157896","Inactive","Inactive"
"data\Raw Data Cleaned\Austin brush 1.csv","1.0740001201629639","24.5","309.75","-6.5","1","3","3","1117.292464428727","-874.6601498296645","-834.4816334221397","-285.25","31.0","316.25","Inactive","Hand Raise"
"data\Raw Data Cleaned\Austin brush 1.csv","1.0810000896453857","202.41860465116278","46.325581395348834","-126.13953488372093","3","3","3","-174.35677995762794","-467.03522523329985","-7.248779178587574","156.09302325581396","328.5581395348837","172.46511627906978","Hand Raise","Hand Raise"
"data\Raw Data Cleaned\Austin brush 1.csv","1.0799999237060547","106.4","18.4","-82.24","2","2","2","389.9738157005347","110.3893846347333","1129.9712386326253","88.0","188.64","100.64","Hand Raise","Brush Teeth"
"data\Raw Data Cleaned\Austin brush 1.csv","1.0799999237060547","157.5873015873016","27.174603174603174","-119.36507936507937","5","4","4","-247.28526896823465","-448.06126885848454","-330.6465386619722","130.4126984126984","276.95238095238096","146.53968253968253","Brush Teeth","Brush Teeth"
"data\Raw Data Cleaned\Austin brush 1.csv","1.0800001621246338","91.11111111111111","8.11111111111111","-82.55555555555556","2","2","3","211.3253416699895","77.82606254462775","557.320082488493","83.0","173.66666666666666","90.66666666666667","Brush Teeth","Brush Teeth"
"data\Raw Data Cleaned\Austin brush 1.csv","1.0809998512268066","96.09638554216868","7.807228915662651","-88.28915662650603","4","3","3","-3.6539575426219018","340.1161276352432","159.66599243703914","88.28915662650603","184.3855421686747","96.09638554216868","Brush Teeth","Brush Teeth"
"data\Raw Data Cleaned\Austin brush 1.csv","1.0799999237060547","98.66666666666667","34.916666666666664","-80.5","4","4","4","-93.14552298755609","-533.1219622875396","-103.69742934353765","63.75","179.16666666666666","115.41666666666667","Brush Teeth","Brush Teeth"
"data\Raw Data Cleaned\Austin brush 1.csv","1.257000207901001","41.254901960784316","0.47058823529411764","-43.450980392156865","1","1","2","244.74224564439365","16.809593480097465","211.585717149739","40.78431372549019","84.70588235294117","43.92156862745098","Brush Teeth","Brush Teeth"
"data\Raw Data Cleaned\Austin brush 1.csv","1.0709998607635498","74.03508771929825","12.912280701754385","-68.84210526315789","3","3","5","-52.688809995880405","-70.5325314859058","-114.44835538677539","61.12280701754386","142.87719298245614","81.75438596491227","Brush Teeth","Brush Teeth"
"data\Raw Data Cleaned\Austin brush 1.csv","1.0810000896453857","62.016","1.024","-60.352","3","3","3","-163.9550663682258","296.3229633585162","-438.93709297311705","60.992","122.368","61.376","Brush Teeth","Brush Teeth"
"data\Raw Data Cleaned\Austin brush 1.csv","1.1610000133514404","57.8235294117647","31.764705882352942","-45.529411764705884","3","3","4","-118.2333998108904","-782.5208155137841","-303.9332546915823","26.058823529411764","103.3529411764706","77.29411764705883","Brush Teeth","Brush Teeth"
"data\Raw Data Cleaned\Austin brush 1.csv","1.0820000171661377","55.13513513513514","19.18918918918919","-56.810810810810814","4","4","4","132.5840409873263","124.8650990126952","222.03288873485278","35.945945945945944","111.94594594594595","76.0","Brush Teeth","Brush Teeth"
"data\Raw Data Cleaned\Austin brush 1.csv","2.3899998664855957","34.87179487179487","1.0256410256410255","-37.743589743589745","2","3","3","-52.77596580294432","-90.50697654439645","-287.3205915968932","33.84615384615385","72.61538461538461","38.76923076923077","Brush Teeth","Brush Teeth"
"data\Raw Data Cleaned\Austin brush 1.csv","1.0150001049041748","45.204819277108435","17.59036144578313","-32.19277108433735","4","4","3","-443.2452609770371","-377.6642264997004","-964.4439129942398","27.6144578313253","77.39759036144578","49.78313253012048","Brush Teeth","Brush Teeth"
"data\Raw Data Cleaned\Austin brush 1.csv","1.0079998970031738","47.50282485875706","21.649717514124294","-30.146892655367232","3","3","4","-286.632340768305","-503.29950186664246","-438.60043360557313","25.853107344632768","77.64971751412429","51.79661016949152","Brush Teeth","Brush Teeth"
"data\Raw Data Cleaned\Austin brush 1.csv","1.0699999332427979","34.75268817204301","-3.6129032258064515","-30.06451612903226","3","2","3","-42.731894250804906","-847.0291342419105","112.26289064219745","38.365591397849464","64.81720430107526","26.451612903225808","Brush Teeth","Brush Teeth"
