"FileName"," Time"," Number of Points"," Average X"," Average Y"," Average Z"," Number of Peaks X"," Number of Peaks Y"," Number of Peaks Z"," Average Jerk X"," Average Jerk Y"," Average Jerk Z"," Average XY"," Average XZ"," Average YZ"," Standard Deviation X"," Standard Deviation Y"," Standard Deviation Z"," Zero-Crossings X"," Zero-Crossings Y"," Zero-Crossings Z"," Correlation XY"," Correlation XZ"," Correlation YZ"," Energy X"," Energy Y"," Energy Z"," Entropy X"," Entropy Y"," Entropy Z"," Previous Gesture"," Gesture"
"data/Filtered Data/Austin brush 1.csv","2.078000068664551","18","-0.5551159444444445","0.686923","0.6001381111111111","3","3","4","-0.010769477298554849","0.07223153143803365","0.07318907667780154","-1.2420389444444446","-1.1552540555555555","0.08678488888888887","0.0015215461043858024","0.0034521577491111134","0.0044962456705432115","0","0","0","-0.3832501062938333","-0.3351308418059444","0.4160003425914444","5.5741546418549985","8.555676582205997","6.563915965414001","1.5189312223414972","1.7603230556977967","2.0654938493322508","Inactive"," Inactive"
"data/Filtered Data/Austin brush 1.csv","1.9119999408721924","20","-0.6560237777777777","0.7986532777777778","0.6915745555555557","4","3","3","-0.04036234018797628","0.190689031688268","0.14638730580206472","-1.4546770555555557","-1.3475983333333337","0.1070787222222222","0.005826315314540002","0.006740587465847501","0.005615625281890001","0","0","0","-0.42774895644284994","-0.3697334413574","0.45305347082455","7.088474897849997","10.467934090621","7.860373433086003","2.1061634823537707","2.221860576576731","2.041216385036541"," Inactive"," Inactive"
"data/Filtered Data/Austin brush 1.csv","1.8299999237060547","21","-0.42230561111111103","0.8234997222222221","0.45002833333333325","2","3","3","0.7091553787939904","-0.11168920045425286","-0.7145258677028167","-1.2458053333333334","-0.8723339444444445","0.37347138888888887","0.17922526786160997","0.01523913400103855","0.2060539437487211","0","0","0","-0.2856098966502857","-0.32544367499666665","0.3113295438582857","6.515293360950998","10.782935184022998","7.451811973965992","6.897906126013746","2.6123124822343087","6.712241492583326"," Inactive"," Inactive"
"data/Filtered Data/Austin brush 1.csv","1.746999979019165","20","-0.09948911111111113","0.7076826666666666","0.13080238888888884","2","2","3","0.8125301462710599","-0.2536527106579376","-0.8038629835090428","-0.8071717777777777","-0.23029150000000007","0.5768802777777777","0.34953286236486003","0.037144932872140005","0.33995078759142744","0","0","0","-0.14925069263374996","-0.34768531478844994","0.17152300810134993","7.151006195617985","8.856097715990002","7.076185843840983","6.135654576303201","3.603071437410568","6.630547002927162"," Inactive"," Inactive"
"data/Filtered Data/Austin brush 1.csv","1.9140000343322754","22","0.3130182222222222","0.6342636111111111","-0.26077927777777776","3","2","2","0.7646423052138764","-0.22029359178636507","-0.7757002012572255","-0.32124538888888887","0.5737975","0.8950428888888887","0.4030088348191488","0.0638355019390434","0.3810263607634814","0","0","0","-0.010003298414545458","-0.4396049107435909","0.0323278587913636","10.309178548366013","7.329020424250998","9.384120367557014","6.626983184828052","4.185908893412312","6.7440974721431095"," Inactive"," Brush Teeth"
"data/Filtered Data/Austin brush 1.csv","1.9130001068115234","22","0.8110015000000002","0.3754095555555556","-0.7835450555555556","3","1","2","0.5650913698503562","-0.4793950659501272","-0.9455259453123789","0.4355919444444444","1.5945465555555556","1.1589546111111113","0.09449860073058063","0.07135507137538018","0.13311255001885322","0","0","0","0.1339629892952273","-0.5268268891399545","-0.11008173731963641","11.765441593015007","3.6453604950939997","11.970179951493012","5.574355681891972","7.496131713547699","7.05394569129585"," Brush Teeth"," Brush Teeth"
"data/Filtered Data/Austin brush 1.csv","1.738999843597412","20","0.9171840000000001","0.18076344444444445","-0.928124777777778","4","2","2","0.03006263366853232","-0.1868191287595203","-0.26897905880116635","0.7364205555555556","1.845308777777778","1.108888222222222","0.00459284702674","0.021768605340789997","0.01989718640530999","0","0","0","0.13155187644385","-0.68983660399965","-0.12087788503005004","13.719726076202","0.9647139569440005","14.352876498732002","1.494618684448983","6.346841134878229","2.7190056787156203"," Brush Teeth"," Brush Teeth"
"data/Filtered Data/Austin brush 1.csv","1.9119999408721924","18","0.8420396666666667","0.13132166666666667","-0.8982528333333332","3","2","2","0.024492942239635516","-0.0021089765558012425","-0.12221265393674685","0.710718","1.7402924999999998","1.0295745","0.003430153067888889","0.015848139696","0.013573723057249997","0","0","0","0.11124916900977781","-0.7520867491492222","-0.11324317221905557","12.824297159544006","0.5956833569780003","14.767773761674997","1.2257758649388766","4.4698948641176575","1.7368966421953418"," Brush Teeth"," Brush Teeth"
"data/Filtered Data/Austin brush 1.csv","1.9110000133514404","18","0.8348964444444444","0.12161150000000001","-0.9344233333333334","3","2","2","-0.051731967355687594","-0.0411508096556105","-0.20728583016505864","0.7132849444444445","1.769319777777778","1.0560348333333331","0.002945755902469136","0.015021520492694443","0.029744966792666663","0","0","0","0.10237739679022223","-0.7745011964054443","-0.1084292499245","12.599960919272005","0.5365957936490005","16.252054788068","1.008898408185017","3.941451753975525","2.3578149243414566"," Brush Teeth"," Brush Teeth"
"data/Filtered Data/Austin brush 1.csv","1.9110000133514404","18","0.8405857222222222","0.11569072222222225","-0.9397246666666665","3","2","3","-0.009938285866873514","-0.1889483815673371","0.0023169315982089324","0.724895","1.7803103888888892","1.0554153888888886","7.652839427561718E-4","0.01700443043142284","0.03044498813011111","0","0","0","0.09759202778611112","-0.7862611615917778","-0.09967197830144442","12.732293526239","0.546997925515","16.443493870893995","0.5556301633006273","4.906788690014205","2.1002962557747926"," Brush Teeth"," Brush Teeth"
