"FileName"," Time"," Number of Points"," Average X"," Average Y"," Average Z"," Number of Peaks X"," Number of Peaks Y"," Number of Peaks Z"," Average Jerk X"," Average Jerk Y"," Average Jerk Z"," Average XY"," Average XZ"," Average YZ"," Standard Deviation X"," Standard Deviation Y"," Standard Deviation Z"," Zero-Crossings X"," Zero-Crossings Y"," Zero-Crossings Z"," Correlation XY"," Correlation XZ"," Correlation YZ"," Energy X"," Energy Y"," Energy Z"," Entropy X"," Entropy Y"," Entropy Z"," Previous Gesture"," Gesture"
"data/Filtered Data/Austin brush 1.csv","0.5820000171661377","4","-0.544104","0.6655727499999999","0.55692175","0","1","1","-0.16247298957756573","0.32122027235304795","0.3449822568637118","-1.2096767499999999","-1.10102575","0.108651","0.005047231498000001","0.012260862556187503","0.012319736992187502","0","0","0","-0.3699016651125","-0.310708335523","0.38293869068425","1.2043855772560002","1.8209917923949996","1.2899262904609998","0.823079253951305","0.9477934343192045","1.0452803697424267","Inactive"," Inactive"
"data/Filtered Data/Austin brush 1.csv","0.497999906539917","5","-0.7048154999999999","0.874204","0.7437795","1","1","1","0.09644891152940771","-0.1400860821163334","-0.09466589604255055","-1.5790195","-1.448595","0.1304245","8.557872502399999E-4","0.0017335302753600005","0.00150686550984","0","0","0","-0.3954693137063999","-0.3364692345596","0.4177216473344","1.5939265811799996","2.4542120789479993","1.777799750334","0.42189008979834014","0.5060907819948688","0.5899576956960163"," Inactive"," Inactive"
"data/Filtered Data/Austin brush 1.csv","0.4159998893737793","5","-0.6824757499999999","0.8667710000000001","0.76003325","1","0","0","0.026292332493400322","0.01163879636722932","0.11102409642584396","-1.54924675","-1.4425089999999998","0.10673774999999996","1.276431382400005E-4","9.447622973599993E-4","0.001960775110640001","0","0","0","-0.37887816716879996","-0.33231256417340005","0.42292493033600004","1.4911122935729997","2.4088581040980004","1.8582856070909999","0.2729253156152903","0.39505074730484574","0.4795232592211237"," Inactive"," Inactive"
"data/Filtered Data/Austin brush 1.csv","0.41100001335144043","4","-0.5479080000000001","0.69951275","0.6370035","1","1","1","-0.027411356055508134","-0.16345805305574493","-0.15392427384316365","-1.24742075","-1.1849115","0.06250924999999996","5.7558792499999774E-5","6.012430686874997E-4","6.639085042500011E-4","0","0","0","-0.38325378540625","-0.34895645874075004","0.44619455324400004","1.2010429410260006","1.959677321925","1.6257494700659998","0.15752530584331453","0.30274552337985106","0.3103995930284696"," Inactive"," Inactive"
"data/Filtered Data/Austin brush 1.csv","0.33299994468688965","5","-0.70580725","0.8709072500000001","0.7951617500000001","0","0","0","-0.06625953621809624","0.09686807173901546","0.07297103205242991","-1.5767145","-1.500969","0.07574550000000002","4.203808805599998E-4","6.21926107760001E-4","6.826809546399999E-4","0","0","0","-0.393492056076","-0.3592513579836","0.4438543616922","1.5962263016909999","2.4302438324670006","2.026716472495001","0.2828553834722093","0.27962891454413874","0.35575034079444934"," Inactive"," Inactive"
"data/Filtered Data/Austin brush 1.csv","0.4160001277923584","5","-0.704637","0.8684692499999999","0.77465625","1","1","1","0.13331292529680078","-0.013558132995683224","-0.10834674041694929","-1.57310625","-1.47929325","0.09381300000000001","4.644484786400005E-4","7.025898394400014E-4","0.0017539319131999996","0","0","0","-0.3917934589434","-0.34974929108959996","0.431639074581","1.5911648080539995","2.417077231422999","1.9290650376910004","0.2950009265660004","0.29724011143239415","0.5335472181602017"," Inactive"," Inactive"
"data/Filtered Data/Austin brush 1.csv","0.41700005531311035","4","-0.566572","0.6852630000000001","0.5868795","0","0","0","-0.12512921810360636","0.1400078880557668","0.13511751676307734","-1.2518349999999998","-1.1534515","0.09838349999999998","6.485640305000002E-4","5.154985975000014E-4","8.139797252500005E-4","0","0","0","-0.38846362004425","-0.33259792423725","0.4027919971245","1.2866095808579998","1.8804035110660005","1.380966108982","0.3738908827504651","0.28275649093849076","0.33836139025884526"," Inactive"," Inactive"
"data/Filtered Data/Austin brush 1.csv","0.33300018310546875","5","-0.7339685","0.8626845000000001","0.7143605","1","1","1","-0.19203684055157233","-0.05327808002713763","-0.18973638691505432","-1.596653","-1.4483290000000002","0.148324","0.00113574136416","7.114885810400018E-4","0.0020686457238399993","0","0","0","-0.4047224876064","-0.33469536168700004","0.39558000700339996","1.7295499355960002","2.3850759918340008","1.6433381852919995","0.5863409493409699","0.32283030261738443","0.5551352697238612"," Inactive"," Inactive"
"data/Filtered Data/Austin brush 1.csv","0.4159998893737793","6","-0.9972520000000001","1.1709985","0.970011","1","0","0","-0.21424446364576272","0.6717632769379327","0.5144182554615477","-2.1682505","-1.967263","0.20098749999999999","0.010415986286222223","0.01529922405288889","0.014213611810333334","0","0","0","-0.5232122554093334","-0.4344095865690001","0.5193341613086667","2.7145267217280007","3.7484286429900004","2.594405244518","0.9767130659136923","1.1794687706327098","1.1485146251213023"," Inactive"," Inactive"
"data/Filtered Data/Austin brush 1.csv","0.41499996185302734","6","-0.55972275","1.24813775","0.6557715000000001","0","1","1","2.4935032818211016","-0.2728679867108922","-2.183560771562754","-1.8078605","-1.21549425","0.59236625","0.16739961613691667","0.017461867871805554","0.16296263292500002","0","0","0","-0.33934592545616665","-0.31456211049150007","0.40762004412650005","1.8398365151350005","4.259032121830999","2.124539158116","2.6083415792387172","0.9525182811159096","2.572362486958703"," Inactive"," Inactive"
"data/Filtered Data/Austin brush 1.csv","0.41700005531311035","6","0.36925600000000003","0.97858","-0.32692475","0","0","0","2.208617261482048","-1.101950733999429","-2.788886868587384","-0.6093240000000001","0.6961807499999999","1.30550475","0.09238846231855558","0.028368170072222216","0.1941185614784722","0","0","0","0.1104634105595","-0.18353519477483335","-0.06808739063116669","0.9179307566740007","2.7238591975","1.449724147971001","2.937768259995925","1.6962791222329097","2.9448860341198793"," Inactive"," Hand Raise"
"data/Filtered Data/Austin brush 1.csv","0.4160001277923584","6","0.9324235","0.66666375","-0.8994077500000001","1","0","1","0.8662728623772915","-0.5267147314741708","-0.2739243889605823","0.26575975","1.8318312499999998","1.5660715","0.021784641752888887","0.006491496063583335","0.001370096132472223","0","0","0","0.26636688376850004","-0.37653553785166666","-0.2637216299956667","2.4491440727900007","1.2241237912189995","2.165378712155","1.5313188745144362","1.3547228067919561","0.7116417616543184"," Hand Raise"," Hand Raise"
"data/Filtered Data/Austin brush 1.csv","0.24299979209899902","4","0.746867","0.3497305","-0.641355","1","0","0","0.006348056350719617","-0.6615028755937736","-0.4198032423673343","0.3971365","1.388222","0.9910855000000001","1.7446840050000046E-4","0.00354016847825","0.0014363495674999996","0","0","0","0.26133342415025","-0.47891147768925","-0.222047112634","2.231939136358","0.503406364434","1.6510903423700003","0.20233446611726086","0.976243589845839","0.49267733837298366"," Hand Raise"," Hand Raise"
"data/Filtered Data/Austin brush 1.csv","0.41500020027160645","4","0.839777","0.21447925","-0.756753","0","0","0","0.5323550084202079","-0.30694062544546596","-0.43592402043422424","0.6252977499999999","1.59653","0.9712322500000001","0.0051687235204999965","0.0020015934171875","0.0028089511774999996","0","0","0","0.1769075004795","-0.639280727467","-0.1599867413645","2.841576532998","0.192011768391","2.3019362167460002","0.6160539813762964","1.0533918970002178","0.5449631651733586"," Hand Raise"," Brush Teeth"
"data/Filtered Data/Austin brush 1.csv","0.4160001277923584","6","1.289711","0.35487725000000003","-1.1752379999999998","1","1","0","0.08487464584826773","0.17573854922862558","-0.0926919993902727","0.9348337499999999","2.464949","1.5301152500000001","0.0015283384805555545","0.0029153198578055557","9.570580523333318E-4","0","0","0","0.2018478012296667","-0.6746655729231668","-0.18467988001983335","4.444781933606","0.35332621932700004","3.6889006326979983","0.5375046237542649","1.035957209836288","0.4510337966820356"," Brush Teeth"," Brush Teeth"
"data/Filtered Data/Austin brush 1.csv","0.4159998893737793","6","1.3194267499999999","0.22443575000000002","-1.2003264999999999","1","1","1","0.03041276827217836","-0.8429420160649743","-0.10146062629958945","1.0949909999999998","2.51975325","1.4247622500000001","0.0016195318298055563","0.025114505527805555","8.215831055555547E-4","0","0","0","0.1274979926091667","-0.7042249010291667","-0.11589392932183334","4.652082387287001","0.2850107821749999","3.847019382905999","0.4855260453867124","2.4876368697030657","0.4010138681572115"," Brush Teeth"," Brush Teeth"
"data/Filtered Data/Austin brush 1.csv","0.41499996185302734","6","1.24367275","0.006155250000000001","-1.382435","1","0","0","-0.4020085611740892","-0.21401458686255906","-0.7424791475198111","1.2375175","2.62610775","1.38859025","0.007699668132805557","0.010777946926583333","0.014021236197888885","0","0","0","0.004664132859833338","-0.7542235073556666","-0.0028343577650000035","4.170789766377","0.06476871383299997","5.180464828454001","0.7665465440375488","1.9042528917268493","1.0716842539653249"," Brush Teeth"," Brush Teeth"
"data/Filtered Data/Austin brush 1.csv","0.4199998378753662","6","1.198181","0.06669325","-1.4919147499999998","1","1","0","0.22593374157096563","0.4544963505456746","0.0485779609018195","1.13148775","2.69009575","1.5586079999999998","0.003494595550222223","0.0063747018128055555","0.0041753573838055535","0","0","0","0.03773719128566667","-0.7914790129466667","-0.04504737793483333","3.849334796664","0.050109516465000024","5.9605444676829995","0.5273729830030888","2.8693347691471134","0.5559564499649756"," Brush Teeth"," Brush Teeth"
"data/Filtered Data/Austin brush 1.csv","0.25","4","0.84707725","0.1026725","-0.9775334999999999","1","0","1","0.03632901717732231","-0.02235584125718043","-0.053072219613447734","0.7444047500000001","1.8246107499999997","1.080206","5.139424976874997E-4","2.6152258125000004E-4","0.0025334301802499956","0","0","0","0.08665805693475001","-0.82693792189075","-0.10107095583899998","2.872215239861","0.04321265935","3.8324206952099997","0.2510682292642995","0.8476751811475636","0.36500728037686325"," Brush Teeth"," Brush Teeth"
"data/Filtered Data/Austin brush 1.csv","0.0","1","0.207618","0.028138","-0.2577965","0","0","0","0.0","0.0","0.0","0.17948","0.46541449999999995","0.2859345","0.0","0.0","0.0","0","0","0","0.093471284544","-0.8563710997919999","-0.11606204667199999","0.689683742784","0.012667952704","1.063344566596","-0.0","-0.0","-0.0"," Brush Teeth"," Brush Teeth"
"data/Filtered Data/Austin brush 1.csv","0.33299994468688965","5","1.05384175","0.3254925","-0.9909870000000001","1","1","1","0.1335005052987285","-0.09036018517333999","1.1053046918118428","0.7283492500000001","2.0448287499999998","1.3164794999999998","4.911101306399991E-4","0.003654230801999999","0.03785866215624001","0","0","0","0.21984252276639998","-0.6640772289361999","-0.20305848200100002","3.556319339590999","0.35729633019000007","3.3318700601220006","0.2705234989321615","1.0432924445017746","1.1767774706498126"," Brush Teeth"," Brush Teeth"
"data/Filtered Data/Austin brush 1.csv","0.41499996185302734","6","1.2575665","0.3111815","-1.33800525","1","0","1","-0.08275242286169464","-0.34142057306668755","-1.0563369907233071","0.9463850000000001","2.59557175","1.64918675","5.305035902222219E-4","0.006002475580888888","0.06652669916958333","0","0","0","0.17523248457100002","-0.7419089146918333","-0.17023811313616666","4.220445693334","0.29423865599800003","5.173181659091002","0.23761445625495697","1.6963449368248","1.2249981061917685"," Brush Teeth"," Brush Teeth"
"data/Filtered Data/Austin brush 1.csv","0.4250001907348633","6","1.2691345","0.16623575","-1.4666545","1","1","1","0.13955937227238374","-0.3857978913973223","0.4905624890682104","1.10289875","2.735789","1.63289025","9.736023208888883E-4","0.007057266717472223","0.03046263799055555","0","0","0","0.09219939062383331","-0.8220284505150001","-0.11449553078583334","4.3010479581659995","0.11603513251299996","5.918976954263998","0.3504548095049169","2.558873240477883","0.9611477483259343"," Brush Teeth"," Brush Teeth"
"data/Filtered Data/Austin brush 1.csv","0.4119999408721924","6","1.2692745","-0.020488249999999996","-1.4062910000000002","1","0","1","-0.16370188693534876","-0.6167020613804015","-0.4864804989604158","1.28976275","2.6755655","1.3858027499999999","0.0011613927349999982","0.01234191055513889","0.01635981779955556","0","0","0","-0.009691974152500003","-0.7895034029146667","0.023437457104166667","4.303122373343999","0.07517084569900004","5.371903911280002","0.40216327137232566","2.61860563934498","0.8419355917087303"," Brush Teeth"," Brush Teeth"
"data/Filtered Data/Austin brush 1.csv","0.41499996185302734","6","1.159454","-0.1550435","-1.744272","0","1","1","-0.416431304827462","0.06202684413514241","-0.9237679718800047","1.3144975","2.903726","1.5892285","0.0031039372395555583","4.4588865922222214E-4","0.020426135520000006","0","0","0","-0.07990268166866667","-0.8912815501103332","0.12096795723883334","3.60351316508","0.066777963668","8.235849639744002","0.7878592284977715","1.5508506235740789","1.0998776193878794"," Brush Teeth"," Brush Teeth"
"data/Filtered Data/Austin brush 1.csv","0.1660001277923584","3","0.54687175","-0.08125099999999999","-0.9506859999999999","0","0","0","-0.6430840209325179","-0.02590891388318972","-1.9966486369246743","0.62812275","1.49755775","0.8694350000000001","0.0019230171342222244","3.7165340022222217E-4","0.018445389533555564","0","0","0","-0.07901046828266667","-0.9184323091146668","0.13778464492766665","1.6008021764589997","0.03632416020599998","4.875623478445999","0.3874539939594966","0.752579353738317","0.5640314896981847"," Brush Teeth"," Brush Teeth"
"data/Filtered Data/Austin brush 1.csv","0.41299986839294434","5","0.9847915","0.19854225","-1.308843","0","1","1","0.6634116454399175","0.08893455434405045","0.7570381956569998","0.78624925","2.2936344999999996","1.50738525","0.011610721015760005","0.009776089036560002","0.02711674771423999","0","0","0","0.12437654351979999","-0.8151866567348","-0.15337430882880002","3.16145936019","0.17502132529499995","5.617407734247999","0.9558472725545526","1.3307532080489195","0.9602176829857092"," Brush Teeth"," Brush Teeth"
"data/Filtered Data/Austin brush 1.csv","0.33299994468688965","5","1.0419455","0.07683925","-1.3091347500000001","1","0","0","-0.4303300184738304","-0.2925385227271955","-0.16912670744904584","0.96510625","2.35108025","1.385974","0.004067755150639999","0.00474517915424","0.008575657929759999","0","0","0","0.052257856472","-0.8734391639284","-0.058324606721000004","3.494420135658","0.042619560861","5.527146429353","0.6100212053342345","2.0165653075583854","0.6790804099971117"," Brush Teeth"," Brush Teeth"
"data/Filtered Data/Austin brush 1.csv","0.33299994468688965","5","0.99399","-4.074999999999565E-5","-1.40887225","0","1","1","-0.04729754361139232","-0.2970535505639158","-0.4739757774589769","0.99403075","2.40286225","1.4088315","0.0010268398139999992","0.00482028306984","0.014639230834959998","0","0","0","-0.0017847585333999965","-0.8994574931538001","0.0084070942878","3.16678578339","0.024101420663","6.424943407999","0.39282000315372917","1.5817315347012664","0.794126326949901"," Brush Teeth"," Brush Teeth"
"data/Filtered Data/Austin brush 1.csv","0.41499996185302734","4","0.8056915","-0.1336525","-1.2460869999999997","1","0","0","0.02288113912893987","-0.6439913314152215","-0.104315950401213","0.939344","2.0517784999999997","1.1124345","1.9096853425E-4","0.010214478405250001","0.01431447085","0","0","0","-0.10819466612425001","-1.005483651742","0.174254664223","2.5973190468259997","0.11230987664600002","6.268189129675998","0.17471176476874","1.6238713029534417","0.5381014977268302"," Brush Teeth"," Brush Teeth"
